Bien jurídico afectado;(Todas);;
Tipo de delito;(Todas);;
Subtipo de delito;(Todas);;
Modalidad;(Todas);;
;;;
Suma de Total;;;Etiquetas de columna
Sonora;26070;General Plutarco Elías Calles;115
Sonora;26071;Benito Juárez;117
Sonora;26072;San Ignacio Río Muerto;47
Sonora;26999;No especificado;0
Tabasco;27001;Balancán;216
Tabasco;27002;Cárdenas;1027
Tabasco;27003;Centla;521
Tabasco;27004;Centro;6595
Tabasco;27005;Comalcalco;1060
Tabasco;27006;Cunduacán;822
Tabasco;27007;Emiliano Zapata;150
Tabasco;27008;Huimanguillo;727
Tabasco;27009;Jalapa;198
Tabasco;27010;Jalpa de Méndez;570
Tabasco;27011;Jonuta;93
Tabasco;27012;Macuspana;807
Tabasco;27013;Nacajuca;972
Tabasco;27014;Paraíso;530
Tabasco;27015;Tacotalpa;150
Tabasco;27016;Teapa;362
Tabasco;27017;Tenosique;322
Tabasco;27999;No especificado;0
Tamaulipas;28001;Abasolo;32
Tamaulipas;28002;Aldama;97
Tamaulipas;28003;Altamira;905
Tamaulipas;28004;Antiguo Morelos;22
Tamaulipas;28005;Burgos;2
Tamaulipas;28006;Bustamante;7
Tamaulipas;28007;Camargo;80
Tamaulipas;28008;Casas;9
Tamaulipas;28009;Ciudad Madero;759
Tamaulipas;28010;Cruillas;4
Tamaulipas;28011;Gómez Farías;23
Tamaulipas;28012;González;89
Tamaulipas;28013;Güémez;72
Tamaulipas;28014;Guerrero;7
Tamaulipas;28015;Gustavo Díaz Ordaz;24
Tamaulipas;28016;Hidalgo;42
Tamaulipas;28017;Jaumave;44
Tamaulipas;28018;Jiménez;16
Tamaulipas;28019;Llera;23
Tamaulipas;28020;Mainero;1
Tamaulipas;28021;El Mante;449
Tamaulipas;28022;Matamoros;1695
Tamaulipas;28023;Méndez;6
Tamaulipas;28024;Mier;11
Tamaulipas;28025;Miguel Alemán;117
Tamaulipas;28026;Miquihuana;7
Tamaulipas;28027;Nuevo Laredo;683
Tamaulipas;28028;Nuevo Morelos;7
Tamaulipas;28029;Ocampo;37
Tamaulipas;28030;Padilla;91
Tamaulipas;28031;Palmillas;6
Tamaulipas;28032;Reynosa;3284
Tamaulipas;28033;Río Bravo;399
Tamaulipas;28034;San Carlos;4
Tamaulipas;28035;San Fernando;160
Tamaulipas;28036;San Nicolás;0
Tamaulipas;28037;Soto la Marina;68
Tamaulipas;28038;Tampico;1182
Tamaulipas;28039;Tula;104
Tamaulipas;28040;Valle Hermoso;127
Tamaulipas;28041;Victoria;2312
Tamaulipas;28042;Villagrán;6
Tamaulipas;28043;Xicoténcatl;83
Tamaulipas;28999;No especificado;0
Tlaxcala;29001;Amaxac de Guerrero;2
Tlaxcala;29002;Apetatitlán de Antonio Carvajal;11
Tlaxcala;29003;Atlangatepec;4
Tlaxcala;29004;Atltzayanca;3
Tlaxcala;29005;Apizaco;58
Tlaxcala;29006;Calpulalpan;29
Tlaxcala;29007;El Carmen Tequexquitla;4
Tlaxcala;29008;Cuapiaxtla;11
Tlaxcala;29009;Cuaxomulco;2
Tlaxcala;29010;Chiautempan;37
Tlaxcala;29011;Muñoz de Domingo Arenas;2
Tlaxcala;29012;Españita;3
Tlaxcala;29013;Huamantla;38
Tlaxcala;29014;Hueyotlipan;9
Tlaxcala;29015;Ixtacuixtla de Mariano Matamoros;12
Tlaxcala;29016;Ixtenco;0
Tlaxcala;29017;Mazatecochco de José María Morelos;1
Tlaxcala;29018;Contla de Juan Cuamatzi;6
Tlaxcala;29019;Tepetitla de Lardizábal;6
Tlaxcala;29020;Sanctórum de Lázaro Cárdenas;6
Tlaxcala;29021;Nanacamilpa de Mariano Arista;11
Tlaxcala;29022;Acuamanala de Miguel Hidalgo;2
Tlaxcala;29023;Natívitas;7
Tlaxcala;29024;Panotla;17
Tlaxcala;29025;San Pablo del Monte;65
Tlaxcala;29026;Santa Cruz Tlaxcala;5
Tlaxcala;29027;Tenancingo;9
Tlaxcala;29028;Teolocholco;2
Tlaxcala;29029;Tepeyanco;2
Tlaxcala;29030;Terrenate;5
Tlaxcala;29031;Tetla de la Solidaridad;7
Tlaxcala;29032;Tetlatlahuca;3
Tlaxcala;29033;Tlaxcala;66
Tlaxcala;29034;Tlaxco;14
Tlaxcala;29035;Tocatlán;2
Tlaxcala;29036;Totolac;11
Tlaxcala;29037;Ziltlaltépec de Trinidad Sánchez Santos;3
Tlaxcala;29038;Tzompantepec;5
Tlaxcala;29039;Xaloztoc;10
Tlaxcala;29040;Xaltocan;3
Tlaxcala;29041;Papalotla de Xicohténcatl;21
Tlaxcala;29042;Xicohtzinco;5
Tlaxcala;29043;Yauhquemehcan;13
Tlaxcala;29044;Zacatelco;29
Tlaxcala;29045;Benito Juárez;3
Tlaxcala;29046;Emiliano Zapata;0
Tlaxcala;29047;Lázaro Cárdenas;2
Tlaxcala;29048;La Magdalena Tlaltelulco;3
Tlaxcala;29049;San Damián Texóloc;6
Tlaxcala;29050;San Francisco Tetlanohcan;2
Tlaxcala;29051;San Jerónimo Zacualpan;2
Tlaxcala;29052;San José Teacalco;1
Tlaxcala;29053;San Juan Huactzinco;4
Tlaxcala;29054;San Lorenzo Axocomanitla;2
Tlaxcala;29055;San Lucas Tecopilco;2
Tlaxcala;29056;Santa Ana Nopalucan;2
Tlaxcala;29057;Santa Apolonia Teacalco;0
Tlaxcala;29058;Santa Catarina Ayometla;3
Tlaxcala;29059;Santa Cruz Quilehtla;5
Tlaxcala;29060;Santa Isabel Xiloxoxtla;3
Tlaxcala;29999;No especificado;0
Veracruz de Ignacio de la Llave;30001;Acajete;28
Veracruz de Ignacio de la Llave;30002;Acatlán;8
Veracruz de Ignacio de la Llave;30003;Acayucan;337
Veracruz de Ignacio de la Llave;30004;Actopan;79
Veracruz de Ignacio de la Llave;30005;Acula;11
Veracruz de Ignacio de la Llave;30006;Acultzingo;37
Veracruz de Ignacio de la Llave;30007;Camarón de Tejeda;6
Veracruz de Ignacio de la Llave;30008;Alpatláhuac;18
Veracruz de Ignacio de la Llave;30009;Alto Lucero de Gutiérrez Barrios;45
Veracruz de Ignacio de la Llave;30010;Altotonga;178
Veracruz de Ignacio de la Llave;30011;Alvarado;211
Veracruz de Ignacio de la Llave;30012;Amatitlán;12
Veracruz de Ignacio de la Llave;30013;Naranjos Amatlán;122
Veracruz de Ignacio de la Llave;30014;Amatlán de los Reyes;171
Veracruz de Ignacio de la Llave;30015;Angel R. Cabada;89
Veracruz de Ignacio de la Llave;30016;La Antigua;183
Veracruz de Ignacio de la Llave;30017;Apazapan;14
Veracruz de Ignacio de la Llave;30018;Aquila;9
Veracruz de Ignacio de la Llave;30019;Astacinga;7
Veracruz de Ignacio de la Llave;30020;Atlahuilco;5
Veracruz de Ignacio de la Llave;30021;Atoyac;92
Veracruz de Ignacio de la Llave;30022;Atzacan;42
Veracruz de Ignacio de la Llave;30023;Atzalan;93
Veracruz de Ignacio de la Llave;30024;Tlaltetela;54
Veracruz de Ignacio de la Llave;30025;Ayahualulco;20
Veracruz de Ignacio de la Llave;30026;Banderilla;131
Veracruz de Ignacio de la Llave;30027;Benito Juárez;32
Veracruz de Ignacio de la Llave;30028;Boca del Río;914
Veracruz de Ignacio de la Llave;30029;Calcahualco;14
Veracruz de Ignacio de la Llave;30030;Camerino Z. Mendoza;99
Veracruz de Ignacio de la Llave;30031;Carrillo Puerto;17
Veracruz de Ignacio de la Llave;30032;Catemaco;130
Veracruz de Ignacio de la Llave;30033;Cazones de Herrera;48
Veracruz de Ignacio de la Llave;30034;Cerro Azul;52
Veracruz de Ignacio de la Llave;30035;Citlaltépetl;27
Veracruz de Ignacio de la Llave;30036;Coacoatzintla;23
Veracruz de Ignacio de la Llave;30037;Coahuitlán;6
Veracruz de Ignacio de la Llave;30038;Coatepec;374
Veracruz de Ignacio de la Llave;30039;Coatzacoalcos;1620
Veracruz de Ignacio de la Llave;30040;Coatzintla;150
Veracruz de Ignacio de la Llave;30041;Coetzala;6
Veracruz de Ignacio de la Llave;30042;Colipa;7
Veracruz de Ignacio de la Llave;30043;Comapa;29
Veracruz de Ignacio de la Llave;30044;Córdoba;991
Veracruz de Ignacio de la Llave;30045;Cosamaloapan de Carpio;214
Veracruz de Ignacio de la Llave;30046;Cosautlán de Carvajal;18
Veracruz de Ignacio de la Llave;30047;Coscomatepec;103
Veracruz de Ignacio de la Llave;30048;Cosoleacaque;397
Veracruz de Ignacio de la Llave;30049;Cotaxtla;47
Veracruz de Ignacio de la Llave;30050;Coxquihui;25
Veracruz de Ignacio de la Llave;30051;Coyutla;28
Veracruz de Ignacio de la Llave;30052;Cuichapa;40
Veracruz de Ignacio de la Llave;30053;Cuitláhuac;91
Veracruz de Ignacio de la Llave;30054;Chacaltianguis;33
Veracruz de Ignacio de la Llave;30055;Chalma;21
Veracruz de Ignacio de la Llave;30056;Chiconamel;14
Veracruz de Ignacio de la Llave;30057;Chiconquiaco;11
Veracruz de Ignacio de la Llave;30058;Chicontepec;80
Veracruz de Ignacio de la Llave;30059;Chinameca;37
Veracruz de Ignacio de la Llave;30060;Chinampa de Gorostiza;47
Veracruz de Ignacio de la Llave;30061;Las Choapas;292
Veracruz de Ignacio de la Llave;30062;Chocamán;43
Veracruz de Ignacio de la Llave;30063;Chontla;18
Veracruz de Ignacio de la Llave;30064;Chumatlán;7
Veracruz de Ignacio de la Llave;30065;Emiliano Zapata;384
Veracruz de Ignacio de la Llave;30066;Espinal;57
Veracruz de Ignacio de la Llave;30067;Filomeno Mata;4
Veracruz de Ignacio de la Llave;30068;Fortín;252
Veracruz de Ignacio de la Llave;30069;Gutiérrez Zamora;62
Veracruz de Ignacio de la Llave;30070;Hidalgotitlán;14
Veracruz de Ignacio de la Llave;30071;Huatusco;213
Veracruz de Ignacio de la Llave;30072;Huayacocotla;93
Veracruz de Ignacio de la Llave;30073;Hueyapan de Ocampo;100
Veracruz de Ignacio de la Llave;30074;Huiloapan de Cuauhtémoc;29
Veracruz de Ignacio de la Llave;30075;Ignacio de la Llave;13
Veracruz de Ignacio de la Llave;30076;Ilamatlán;21
Veracruz de Ignacio de la Llave;30077;Isla;137
Veracruz de Ignacio de la Llave;30078;Ixcatepec;33
Veracruz de Ignacio de la Llave;30079;Ixhuacán de los Reyes;6
Veracruz de Ignacio de la Llave;30080;Ixhuatlán del Café;60
Veracruz de Ignacio de la Llave;30081;Ixhuatlancillo;87
Veracruz de Ignacio de la Llave;30082;Ixhuatlán del Sureste;49
Veracruz de Ignacio de la Llave;30083;Ixhuatlán de Madero;67
Veracruz de Ignacio de la Llave;30084;Ixmatlahuacan;13
Veracruz de Ignacio de la Llave;30085;Ixtaczoquitlán;207
Veracruz de Ignacio de la Llave;30086;Jalacingo;106
Veracruz de Ignacio de la Llave;30087;Xalapa;2987
Veracruz de Ignacio de la Llave;30088;Jalcomulco;9
Veracruz de Ignacio de la Llave;30089;Jáltipan;74
Veracruz de Ignacio de la Llave;30090;Jamapa;25
Veracruz de Ignacio de la Llave;30091;Jesús Carranza;65
Veracruz de Ignacio de la Llave;30092;Xico;92
Veracruz de Ignacio de la Llave;30093;Jilotepec;49
Veracruz de Ignacio de la Llave;30094;Juan Rodríguez Clara;72
Veracruz de Ignacio de la Llave;30095;Juchique de Ferrer;30
Veracruz de Ignacio de la Llave;30096;Landero y Coss;1
Veracruz de Ignacio de la Llave;30097;Lerdo de Tejada;77
Veracruz de Ignacio de la Llave;30098;Magdalena;4
Veracruz de Ignacio de la Llave;30099;Maltrata;99
Veracruz de Ignacio de la Llave;30100;Manlio Fabio Altamirano;45
Veracruz de Ignacio de la Llave;30101;Mariano Escobedo;94
Veracruz de Ignacio de la Llave;30102;Martínez de la Torre;488
Veracruz de Ignacio de la Llave;30103;Mecatlán;3
Veracruz de Ignacio de la Llave;30104;Mecayapan;24
Veracruz de Ignacio de la Llave;30105;Medellín de Bravo;310
Veracruz de Ignacio de la Llave;30106;Miahuatlán;12
Veracruz de Ignacio de la Llave;30107;Las Minas;1
Veracruz de Ignacio de la Llave;30108;Minatitlán;583
Veracruz de Ignacio de la Llave;30109;Misantla;178
Veracruz de Ignacio de la Llave;30110;Mixtla de Altamirano;17
Veracruz de Ignacio de la Llave;30111;Moloacán;45
Veracruz de Ignacio de la Llave;30112;Naolinco;53
Veracruz de Ignacio de la Llave;30113;Naranjal;8
Veracruz de Ignacio de la Llave;30114;Nautla;38
Veracruz de Ignacio de la Llave;30115;Nogales;132
Veracruz de Ignacio de la Llave;30116;Oluta;58
Veracruz de Ignacio de la Llave;30117;Omealca;35
Veracruz de Ignacio de la Llave;30118;Orizaba;529
Veracruz de Ignacio de la Llave;30119;Otatitlán;31
Veracruz de Ignacio de la Llave;30120;Oteapan;23
Veracruz de Ignacio de la Llave;30121;Ozuluama de Mascareñas;64
Veracruz de Ignacio de la Llave;30122;Pajapan;26
Veracruz de Ignacio de la Llave;30123;Pánuco;298
Veracruz de Ignacio de la Llave;30124;Papantla;407
Veracruz de Ignacio de la Llave;30125;Paso del Macho;82
Veracruz de Ignacio de la Llave;30126;Paso de Ovejas;64
Veracruz de Ignacio de la Llave;30127;La Perla;28
Veracruz de Ignacio de la Llave;30128;Perote;444
Veracruz de Ignacio de la Llave;30129;Platón Sánchez;64
Veracruz de Ignacio de la Llave;30130;Playa Vicente;60
Veracruz de Ignacio de la Llave;30131;Poza Rica de Hidalgo;763
Veracruz de Ignacio de la Llave;30132;Las Vigas de Ramírez;54
Veracruz de Ignacio de la Llave;30133;Pueblo Viejo;148
Veracruz de Ignacio de la Llave;30134;Puente Nacional;69
Veracruz de Ignacio de la Llave;30135;Rafael Delgado;46
Veracruz de Ignacio de la Llave;30136;Rafael Lucio;20
Veracruz de Ignacio de la Llave;30137;Los Reyes;8
Veracruz de Ignacio de la Llave;30138;Río Blanco;242
Veracruz de Ignacio de la Llave;30139;Saltabarranca;29
Veracruz de Ignacio de la Llave;30140;San Andrés Tenejapan;1
Veracruz de Ignacio de la Llave;30141;San Andrés Tuxtla;492
Veracruz de Ignacio de la Llave;30142;San Juan Evangelista;31
Veracruz de Ignacio de la Llave;30143;Santiago Tuxtla;112
Veracruz de Ignacio de la Llave;30144;Sayula de Alemán;58
Veracruz de Ignacio de la Llave;30145;Soconusco;37
Veracruz de Ignacio de la Llave;30146;Sochiapa;12
Veracruz de Ignacio de la Llave;30147;Soledad Atzompa;8
Veracruz de Ignacio de la Llave;30148;Soledad de Doblado;51
Veracruz de Ignacio de la Llave;30149;Soteapan;42
Veracruz de Ignacio de la Llave;30150;Tamalín;17
Veracruz de Ignacio de la Llave;30151;Tamiahua;39
Veracruz de Ignacio de la Llave;30152;Tampico Alto;18
Veracruz de Ignacio de la Llave;30153;Tancoco;13
Veracruz de Ignacio de la Llave;30154;Tantima;14
Veracruz de Ignacio de la Llave;30155;Tantoyuca;246
Veracruz de Ignacio de la Llave;30156;Tatatila;6
Veracruz de Ignacio de la Llave;30157;Castillo de Teayo;38
Veracruz de Ignacio de la Llave;30158;Tecolutla;51
Veracruz de Ignacio de la Llave;30159;Tehuipango;33
Veracruz de Ignacio de la Llave;30160;Álamo Temapache;264
Veracruz de Ignacio de la Llave;30161;Tempoal;80
Veracruz de Ignacio de la Llave;30162;Tenampa;21
Veracruz de Ignacio de la Llave;30163;Tenochtitlán;3
Veracruz de Ignacio de la Llave;30164;Teocelo;30
Veracruz de Ignacio de la Llave;30165;Tepatlaxco;5
Veracruz de Ignacio de la Llave;30166;Tepetlán;11
Veracruz de Ignacio de la Llave;30167;Tepetzintla;11
Veracruz de Ignacio de la Llave;30168;Tequila;26
Veracruz de Ignacio de la Llave;30169;José Azueta;27
Veracruz de Ignacio de la Llave;30170;Texcatepec;16
Veracruz de Ignacio de la Llave;30171;Texhuacán;9
Veracruz de Ignacio de la Llave;30172;Texistepec;41
Veracruz de Ignacio de la Llave;30173;Tezonapa;42
Veracruz de Ignacio de la Llave;30174;Tierra Blanca;337
Veracruz de Ignacio de la Llave;30175;Tihuatlán;277
Veracruz de Ignacio de la Llave;30176;Tlacojalpan;10
Veracruz de Ignacio de la Llave;30177;Tlacolulan;27
Veracruz de Ignacio de la Llave;30178;Tlacotalpan;17
Veracruz de Ignacio de la Llave;30179;Tlacotepec de Mejía;9
Veracruz de Ignacio de la Llave;30180;Tlachichilco;6
Veracruz de Ignacio de la Llave;30181;Tlalixcoyan;50
Veracruz de Ignacio de la Llave;30182;Tlalnelhuayocan;56
Veracruz de Ignacio de la Llave;30183;Tlapacoyan;222
Veracruz de Ignacio de la Llave;30184;Tlaquilpa;19
Veracruz de Ignacio de la Llave;30185;Tlilapan;16
Veracruz de Ignacio de la Llave;30186;Tomatlán;24
Veracruz de Ignacio de la Llave;30187;Tonayán;4
Veracruz de Ignacio de la Llave;30188;Totutla;35
Veracruz de Ignacio de la Llave;30189;Tuxpan;603
Veracruz de Ignacio de la Llave;30190;Tuxtilla;3
Veracruz de Ignacio de la Llave;30191;Ursulo Galván;62
Veracruz de Ignacio de la Llave;30192;Vega de Alatorre;30
Veracruz de Ignacio de la Llave;30193;Veracruz;3447
Veracruz de Ignacio de la Llave;30194;Villa Aldama;49
Veracruz de Ignacio de la Llave;30195;Xoxocotla;12
Veracruz de Ignacio de la Llave;30196;Yanga;35
Veracruz de Ignacio de la Llave;30197;Yecuatla;23
Veracruz de Ignacio de la Llave;30198;Zacualpan;10
Veracruz de Ignacio de la Llave;30199;Zaragoza;19
Veracruz de Ignacio de la Llave;30200;Zentla;26
Veracruz de Ignacio de la Llave;30201;Zongolica;98
Veracruz de Ignacio de la Llave;30202;Zontecomatlán de López y Fuentes;17
Veracruz de Ignacio de la Llave;30203;Zozocolco de Hidalgo;15
Veracruz de Ignacio de la Llave;30204;Agua Dulce;105
Veracruz de Ignacio de la Llave;30205;El Higo;57
Veracruz de Ignacio de la Llave;30206;Nanchital de Lázaro Cárdenas del Río;109
Veracruz de Ignacio de la Llave;30207;Tres Valles;124
Veracruz de Ignacio de la Llave;30208;Carlos A. Carrillo;55
Veracruz de Ignacio de la Llave;30209;Tatahuicapan de Juárez;19
Veracruz de Ignacio de la Llave;30210;Uxpanapa;42
Veracruz de Ignacio de la Llave;30211;San Rafael;84
Veracruz de Ignacio de la Llave;30212;Santiago Sochiapan;16
Veracruz de Ignacio de la Llave;30999;No especificado;6
Yucatán;31001;Abalá;17
Yucatán;31002;Acanceh;7
Yucatán;31003;Akil;11
Yucatán;31004;Baca;8
Yucatán;31005;Bokobá;3
Yucatán;31006;Buctzotz;5
Yucatán;31007;Cacalchén;5
Yucatán;31008;Calotmul;0
Yucatán;31009;Cansahcab;1
Yucatán;31010;Cantamayec;0
Yucatán;31011;Celestún;13
Yucatán;31012;Cenotillo;1
Yucatán;31013;Conkal;4
Yucatán;31014;Cuncunul;0
Yucatán;31015;Cuzamá;8
Yucatán;31016;Chacsinkín;0
Yucatán;31017;Chankom;0
Yucatán;31018;Chapab;6
Yucatán;31019;Chemax;3
Yucatán;31020;Chicxulub Pueblo;3
Yucatán;31021;Chichimilá;2
Yucatán;31022;Chikindzonot;1
Yucatán;31023;Chocholá;5
Yucatán;31024;Chumayel;2
Yucatán;31025;Dzan;7
Yucatán;31026;Dzemul;2
Yucatán;31027;Dzidzantún;13
Yucatán;31028;Dzilam de Bravo;1
Yucatán;31029;Dzilam González;5
Yucatán;31030;Dzitás;0
Yucatán;31031;Dzoncauich;0
Yucatán;31032;Espita;4
Yucatán;31033;Halachó;10
Yucatán;31034;Hocabá;2
Yucatán;31035;Hoctún;3
Yucatán;31036;Homún;1
Yucatán;31037;Huhí;2
Yucatán;31038;Hunucmá;66
Yucatán;31039;Ixil;0
Yucatán;31040;Izamal;41
Yucatán;31041;Kanasín;125
Yucatán;31042;Kantunil;3
Yucatán;31043;Kaua;1
Yucatán;31044;Kinchil;6
Yucatán;31045;Kopomá;0
Yucatán;31046;Mama;4
Yucatán;31047;Maní;1
Yucatán;31048;Maxcanú;33
Yucatán;31049;Mayapán;0
Yucatán;31050;Mérida;1281
Yucatán;31051;Mocochá;2
Yucatán;31052;Motul;66
Yucatán;31053;Muna;0
Yucatán;31054;Muxupip;0
Yucatán;31055;Opichén;4
Yucatán;31056;Oxkutzcab;14
Yucatán;31057;Panabá;3
Yucatán;31058;Peto;17
Yucatán;31059;Progreso;95
Yucatán;31060;Quintana Roo;0
Yucatán;31061;Río Lagartos;0
Yucatán;31062;Sacalum;2
Yucatán;31063;Samahil;3
Yucatán;31064;Sanahcat;0
Yucatán;31065;San Felipe;1
Yucatán;31066;Santa Elena;0
Yucatán;31067;Seyé;9
Yucatán;31068;Sinanché;1
Yucatán;31069;Sotuta;2
Yucatán;31070;Sucilá;3
Yucatán;31071;Sudzal;1
Yucatán;31072;Suma;0
Yucatán;31073;Tahdziú;0
Yucatán;31074;Tahmek;2
Yucatán;31075;Teabo;2
Yucatán;31076;Tecoh;4
Yucatán;31077;Tekal de Venegas;3
Yucatán;31078;Tekantó;5
Yucatán;31079;Tekax;50
Yucatán;31080;Tekit;2
Yucatán;31081;Tekom;0
Yucatán;31082;Telchac Pueblo;5
Yucatán;31083;Telchac Puerto;2
Yucatán;31084;Temax;4
Yucatán;31085;Temozón;2
Yucatán;31086;Tepakán;0
Yucatán;31087;Tetiz;4
Yucatán;31088;Teya;2
Yucatán;31089;Ticul;45
Yucatán;31090;Timucuy;5
Yucatán;31091;Tinum;5
Yucatán;31092;Tixcacalcupul;1
Yucatán;31093;Tixkokob;2
Yucatán;31094;Tixméhuac;0
Yucatán;31095;Tixpéhual;0
Yucatán;31096;Tizimín;75
Yucatán;31097;Tunkás;1
Yucatán;31098;Tzucacab;6
Yucatán;31099;Uayma;2
Yucatán;31100;Ucú;0
Yucatán;31101;Umán;95
Yucatán;31102;Valladolid;74
Yucatán;31103;Xocchel;1
Yucatán;31104;Yaxcabá;5
Yucatán;31105;Yaxkukul;3
Yucatán;31106;Yobaín;0
Yucatán;31999;No especificado;0
Zacatecas;32001;Apozol;12
Zacatecas;32002;Apulco;4
Zacatecas;32003;Atolinga;9
Zacatecas;32004;Benito Juárez;9
Zacatecas;32005;Calera;275
Zacatecas;32006;Cañitas de Felipe Pescador;12
Zacatecas;32007;Concepción del Oro;19
Zacatecas;32008;Cuauhtémoc;27
Zacatecas;32009;Chalchihuites;15
Zacatecas;32010;Fresnillo;1471
Zacatecas;32011;Trinidad García de la Cadena;18
Zacatecas;32012;Genaro Codina;21
Zacatecas;32013;General Enrique Estrada;29
Zacatecas;32014;General Francisco R. Murguía;18
Zacatecas;32015;El Plateado de Joaquín Amaro;1
Zacatecas;32016;General Pánfilo Natera;44
Zacatecas;32017;Guadalupe;1464
Zacatecas;32018;Huanusco;12
Zacatecas;32019;Jalpa;85
Zacatecas;32020;Jerez;263
Zacatecas;32021;Jiménez del Teul;2
Zacatecas;32022;Juan Aldama;43
Zacatecas;32023;Juchipila;33
Zacatecas;32024;Loreto;92
Zacatecas;32025;Luis Moya;32
Zacatecas;32026;Mazapil;9
Zacatecas;32027;Melchor Ocampo;1
Zacatecas;32028;Mezquital del Oro;7
Zacatecas;32029;Miguel Auza;43
Zacatecas;32030;Momax;6
Zacatecas;32031;Monte Escobedo;9
Zacatecas;32032;Morelos;64
Zacatecas;32033;Moyahua de Estrada;14
Zacatecas;32034;Nochistlán de Mejía;65
Zacatecas;32035;Noria de Ángeles;6
Zacatecas;32036;Ojocaliente;134
Zacatecas;32037;Pánuco;62
Zacatecas;32038;Pinos;141
Zacatecas;32039;Río Grande;128
Zacatecas;32040;Sain Alto;24
Zacatecas;32041;El Salvador;1
Zacatecas;32042;Sombrerete;178
Zacatecas;32043;Susticacán;2
Zacatecas;32044;Tabasco;52
Zacatecas;32045;Tepechitlán;31
Zacatecas;32046;Tepetongo;15
Zacatecas;32047;Teúl de González Ortega;39
Zacatecas;32048;Tlaltenango de Sánchez Román;167
Zacatecas;32049;Valparaíso;100
Zacatecas;32050;Vetagrande;36
Zacatecas;32051;Villa de Cos;76
Zacatecas;32052;Villa García;21
Zacatecas;32053;Villa González Ortega;27
Zacatecas;32054;Villa Hidalgo;16
Zacatecas;32055;Villanueva;163
Zacatecas;32056;Zacatecas;1831
Zacatecas;32057;Trancoso;89
Zacatecas;32058;Santa María de la Paz;14
Zacatecas;32999;No especificado;0
