FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMAS_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOS,DETENIDO,MOT_DET,DET_SPM,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,LONG,LAT,OID
250633423,0,50107,ROBO A CASA,4,02/04/2025,14,3,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,93,ANDADOR,CHICHEN ITZA,NA,NA,1.07E+02,ANDADOR,CUARTO PALENQUE,5,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,HERMANO,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,6,tecnologia,0,0,Falso,1,1,0,-102.2552,21.8645036,684
250636672,0,50107,ROBO A CASA,4,03/04/2025,14,4,6,COLONIA,FRANCISCO VILLA,1127,1127,CALLE,MIGUEL HIDALGO,NA,NA,"7,A,,",CALLE,INDEPENDENCIA NORTE,7,12,55,21,12:55 p. m.,4,NO,Falso,Falso,9,ninguna,HERMANA,ND,M,M,5,0,N,N,0,0,Falso,0,N,N,NO,"3,28","celular, dinero",540,540,Falso,1,1,0,-102.27338,22.1501955,685
250649059,0,30446,ROBO A CASA,4,05/04/2025,14,6,1,FRACCIONAMIENTO,ARELLANO,636,636,CALLE,EMILIANO ZAPATA,NA,NA,"113,,,",CALLE,FRANCISCO I MADERO,5,0,0,5,00:00-05:59,4,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,1,0,-102.27402,21.8011957,686
250667387,0,30414,ROBO A CASA,4,07/04/2025,15,1,1,CONDOMINIO,BOSQUE SERENO RESERVA SEMENIC,684,684,CALLE,BOSQUE SERENO 311,NA,NA,"505,,,",CALLE,BOSQUE SERENO 311,6,0,0,20,09:00-12:00,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,50000,Falso,1,1,0,-102.33079,21.8861261,687
250672065,0,30414,ROBO A CASA,4,08/04/2025,15,2,1,SUBDIVISION,CANTERAS DE SANTA IMELDA,413,413,CALLE,RIO MORCINIQUE,NA,NA,"130,,,",AVENIDA,VALLE DEL MORCINIQUE,2,0,0,27,sin datos,9,CONSTRUCCION,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,1,0,-102.32746,21.8660286,688
74140087,0,30414,ROBO A CASA,4,04/04/2025,14,5,7,COLONIA,SANTA ANITA,1154,1154,CALLE,CRISTOBAL COLON,NA,NA,"107,,,",CALLE,MORELOS SUR,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,NO,"3,40","celular, tarjeta de credito",0,8000,Falso,1,1,0,-102.32061,22.2254685,689
54140088,0,30414,ROBO A CASA,3,29/03/2025,13,6,5,FRACCIONAMIENTO,ARBOLEDAS I Y II,1061,1061,CALLE,DE LOS AHUEHUETES,NA,NA,"319,,,",CALLE,DEL ARBOL,7,20,30,23,08:30 p. m.,9,NO,Verdadero,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,1,ROBO CALIF LESIONES,JORGE IVAN RAMIREZ SUAREZ 28 AÑOS,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,4,0,-102.34796,21.9546336,690
250535075,0,30414,ROBO A CASA,3,20/03/2025,12,4,1,FRACCIONAMIENTO,BULEVARES 1A SECCION,157,157,CALLE,MANUEL M ACOSTA,NA,NA,122,CALLE,ENRIQUE REBSAMEN,2,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,VECINOS,ND,A,M,6,0,N,N,0,0,Falso,0,N,N,NO,38,otros,0,0,Falso,1,11,0,-102.3018,21.8585965,691
250681489,0,30414,ROBO A CASA,4,09/04/2025,15,3,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,JUAN SARABIA,NA,NA,"219,,,",AVENIDA,DE LA CONVENCION,2,0,0,9,07:00-18:00,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,12, 38","pantalla, ropa, otros",0,45000,Falso,"1,23",2,4073,-102.30216,21.8505778,692
250670471,0,50107,ROBO A CASA,4,07/04/2025,15,1,3,RANCHERIA,POTRERO DE LOS LOPEZ,818,818,CALLE,LAUREL,NA,NA,"107,,,",CALLE,CEDROS,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,PRIMO,LA TANGA,H,H,5,0,N,N,0,0,Falso,0,N,N,NO,"11,20","herramienta, animales",0,0,Falso,1,1,0,-102.6773,21.8670585,693
250678314,0,50107,ROBO A CASA,4,09/04/2025,15,3,1,FRACCIONAMIENTO,LA LOMITA,270,270,CALLE,EL PALMAR,NA,NA,",,,",CALLE,PALMACEAS,5,9,3,20,09:03 a. m.,9,NO,Falso,Falso,9,ninguna,SOBRINO,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,0,Falso,1,1,0,-102.24105,21.8605795,694
250684362,0,50107,ROBO A CASA,4,10/04/2025,15,4,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,221,221,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,CARLOS A MADRAZO,3,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,CUÑADO,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,2000,Falso,1,1,0,-102.25851,21.9091058,695
250689139,0,50107,ROBO A CASA,4,10/04/2025,15,4,1,FRACCIONAMIENTO,CUMBRES III,674,674,CALLE,MIGUEL ESTRADA ITURBIDE,NA,NA,"106,,,",AVENIDA,ADOLFO CHRISTLILEB IBARRA,3,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,HERMANO,JUAN PABLO MORALES GUEVARA,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,0,0,Falso,1,2,0,-102.23493,21.9225124,696
250690490,0,30904,ROBO A CASA,4,11/04/2025,15,5,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,323,323,CALLE,CULTURA OTOMI 411,NA,NA,"16,,,",AVENIDA,CULTURA OTOMI,3,1,3,25,01:03 a. m.,9,NO,Verdadero,Falso,9,ninguna,3 HOMBRES,ND,H,ND,6,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,2,0,-102.24469,21.9100676,697
250691921,0,30904,ROBO A CASA,4,11/04/2025,15,5,11,FRACCIONAMIENTO,LA RIBERA,1340,1340,AVENIDA,LA RIBERA,NA,NA,",,,",N,N,7,10,10,20,10:10 a. m.,9,DESHABITADA,Falso,Falso,9,ninguna,HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,2,0,-102.25251,21.9591234,698
250692828,0,30904,ROBO A CASA,4,11/04/2025,15,5,11,FRACCIONAMIENTO,LA RIBERA,1340,1340,CALLE,PONCITLAN,NA,NA,"242,,,",CALLE,COYOACAN,7,13,5,21,01:05 p. m.,1,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,ND,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,1,0,-102.25124,21.9563626,699
250694286,0,30414,ROBO A CASA,4,11/04/2025,15,5,1,FRACCIONAMIENTO,EL PUERTECITO,407,407,CALLE,PUERTO DE SALINA CRUZ,NA,NA,"212,,,",CALLE,DEL PUERTO,3,0,0,21,12:30-15:30,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"5,11,12,15,28","equipo de sonido, herramienta, ropa, joyeria, dinero",10000,40200,Falso,"1,23",1,4085,-102.24692,21.9388676,700
250694442,0,30414,ROBO A CASA,4,11/04/2025,15,5,6,NINGUNO,EMILIANO ZAPATA,1132,1132,CALLE,BENITO JUAREZ,NA,NA,"611,,,",CALLE,MIGUEL HIDALGO,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,1 MUJER,IRENE RAMOS GONZALEZ 17 AÑOS,M,M,3,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,2000,2000,Falso,1,1,0,-102.30278,22.1074598,701
250695734,0,30414,ROBO A CASA,4,11/04/2025,15,5,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,TEOFILO ROMO LOPEZ,NA,NA,"210,D,,",CALLE,JESUS GOMEZ LUNA,3,0,0,22,04:16 p. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,"10,38","acabados, otros",0,1500,Falso,1,1,0,-102.25476,21.9309323,702
250697133,0,50107,ROBO A CASA,4,11/04/2025,15,5,3,COLONIA,LIBERAL,785,785,CALLE,IGNACIO DE LA LLAVE,NA,NA,"113,,,",CALLE,SANTOS DEGOLLADO,7,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,EXPAREJA,SAN JUANA GUADALUPE MURILLO ESPARZA,M,H,5,0,N,N,0,0,Falso,0,N,N,NO,"1,5,9,11,22,27","pantalla, equipo de sonido, mobiliario, herramienta, autoestereo, documentos",0,10700,Falso,1,1,0,-102.71615,21.8408992,703
250697538,0,30446,ROBO A CASA,4,11/04/2025,15,5,1,FRACCIONAMIENTO,EL DORADO 1A SECCION,159,159,CALLE,MADRID,NA,NA,",,,",CALLE,CANADA,2,12,0,21,12:00 p. m.,4,TERRENO,Falso,Falso,9,ninguna,1 HOMBRE,ND,ND,H,8,0,N,N,0,0,Falso,0,CAMIONETA,SUBURBAN OBSCURO,NO,38,otros,0,0,Falso,1,17,0,-102.30704,21.8620097,704
250697540,0,30414,ROBO A CASA,4,11/04/2025,15,5,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,INGENIERO PASTOR ROUAIX,NA,NA,"427,,,",CALLE,GENERAL LUIS MOYA,2,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,1,pantalla,0,0,Falso,1,1,0,-102.30632,21.8477908,705
250698500,0,30414,ROBO A CASA,4,12/04/2025,15,6,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,144,144,CALLE,MARIO MORENO CANTINFLAS,NA,NA,"229,,,",CALLE,ANDRES SOLER,2,0,0,27,sin datos,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,0,Falso,1,17,0,-102.30678,21.8435833,706
250698530,0,30414,ROBO A CASA,4,12/04/2025,15,6,1,FRACCIONAMIENTO,VILLA DE LAS FUENTES,385,385,CALLE,VILLAS DE CANCUN 203,NA,NA,"22,,,",CALLE,VILLAS DE CANCUN,3,2,35,25,02:35 a. m.,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,27,0,-102.23975,21.9125012,707
250699057,0,30446,ROBO A CASA,4,12/04/2025,15,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,580,CALLE,FRANCISCO TENAMAZTLE,NA,NA,"235,,,",CALLE,ERMITA DE SAN SEBASTIAN,3,0,0,5,00:00-05:59,4,NO,Falso,Falso,9,ninguna,PAPA Y HERMANO,ND,H,H,5,0,N,N,0,0,Falso,0,N,N,NO,"2,11","computo, herramienta",0,18000,Falso,1,1,0,-102.26389,21.9262988,708
250703399,0,30414,ROBO A CASA,4,12/04/2025,15,6,5,NINGUNO,EL CHAVEÑO II,928,928,CARRETERA,JESUS MARIA A EL VARAL,NA,NA,"713,,,",CALLE,N,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,38,otros,0,500,Falso,1,1,0,-102.36357,21.9656539,709
250705188,0,30414,ROBO A CASA,4,12/04/2025,15,6,1,FRACCIONAMIENTO,FIDEL VELAZQUEZ,216,216,PLAZA,FUENTE DE LOS DELFINES,NA,NA,"115,,,",PROLONGACION,ALAMEDA,4,0,0,27,sin datos,9,SOLA,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,6,0,-102.25832,21.8907014,710
250707454,0,30414,ROBO A CASA,4,13/04/2025,15,7,1,COMUNIDAD,PEÑUELAS (EL CIENEGAL),36,36,CALLE,BLAS GARCIA DELGADO,NA,NA,"104,,,",CALLE,GUADALUPE RIOS,5,0,0,15,20:00-02:30,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,25000,Falso,1,1,0,-102.27508,21.7292415,711
250708924,0,30414,ROBO A CASA,4,13/04/2025,15,7,1,FRACCIONAMIENTO,LOS ARCOS,610,610,CALLE,ARCO DE LA LIBERTAD,NA,NA,"305,,,",AVENIDA,FERROCARRIL,3,0,0,16,20:00-09:45,3,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,11,21","pantalla, herramienta, vehiculo",0,35000,Falso,"1,23",1,4094,-102.28745,21.9100794,712
250710408,0,30414,ROBO A CASA,4,13/04/2025,15,7,1,FRACCIONAMIENTO,TIERRA BUENA,196,196,CALLE,FRIJOL,NA,NA,"105,,,",AVENIDA,DE LA LUZ,5,1,20,25,01:20 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE 30 años,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,5000,Falso,"1,23",1,4095,-102.25225,21.8613708,713
250712527,0,30446,ROBO A CASA,4,13/04/2025,15,7,1,FRACCIONAMIENTO,MORELOS II,188,188,CALLE,PRIMERA CONSTITUCION,NA,NA,",,,",AVENIDA,HEROE INMORTAL,5,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,TIO,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,0,Falso,1,1,0,-102.26976,21.8547462,714
250712654,0,50107,ROBO A CASA,4,13/04/2025,15,7,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,EL CALDERO,NA,NA,",,,",CALLE,REINAS DE LA FERIA,4,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,EMPLEADO,ND,H,H,2,0,N,N,0,0,Falso,0,N,N,NO,"11,38,45","herramienta, otros, carretilla",0,0,Verdadero,1,10,0,-102.2479,21.8975429,715
250712862,0,30414,ROBO A CASA,4,13/04/2025,15,8,11,FRACCIONAMIENTO,SANTA FE,1324,1324,CALLE,SAN EDUARDO ORIENTE,NA,NA,"309,,,",AVENIDA,SAN MARTIN,7,0,0,1,dias solo,3,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"11,38","herramienta, otros",0,0,Falso,1,13,0,-102.27489,22.0289751,716
250716133,0,30414,ROBO A CASA,4,14/04/2025,16,1,1,NO APLICA,LOS NEGRITOS,575,575,AVENIDA,COYOTES,NA,NA,",,,",N,N,2,0,0,5,02:00-05:30,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"9,11,21","mobiliario, herramienta, vehiculo",0,23500,Falso,"1,23",1,4099,-102.33985,21.8717517,717
250716538,0,30414,ROBO A CASA,4,14/04/2025,16,1,1,COLONIA,EL RIEGO,291,291,ANDADOR,CALLEJON DEL MEZQUITE,NA,NA,"105,,,",AVENIDA,ESPIGA,4,9,8,20,09:08 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,2000,Falso,"1,23",1,4097,-102.25224,21.8918024,718
114140090,0,30414,ROBO A CASA,4,12/04/2025,15,6,11,FRACCIONAMIENTO,PASEOS DE LA PROVIDENCIA,1320,1320,AVENIDA,PASEOS DE SANTA MARTA,NA,NA,"805,,,",AVENIDA,PASEOS DE SANTA LUCIA,7,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,5000,Falso,1,1,0,-102.27744,22.0262809,719
24140094,0,30414,ROBO A CASA,4,09/04/2025,15,8,2,COLONIA,AGUA NUEVA,773,773,CALLE,16 DE SEPTIEMBRE,NA,NA,",,,",CALLE,N,7,0,0,1,dias solo,9,SOLA,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,8,electrodomesticos,0,0,Falso,1,1,0,-102.07109,22.0964973,720
250666053,0,30907,ROBO A CASA,4,07/04/2025,15,1,5,RURAL,UNION DE LADRILLEROS,0,0,CARRETERA,52,NA,NA,",,,",N,N,7,11,15,20,11:15 a. m.,4,NO,Verdadero,Falso,9,ninguna,EXPAREJA,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,1,pantalla,0,0,Verdadero,1,10,0,-102.3627,21.9491188,721
250682455,0,30907,ROBO A CASA,4,09/04/2025,15,3,1,FRACCIONAMIENTO,VISTA MONTAÑA,601R,0,CALLE,MONTAÑA SAMARA,NA,NA,"410,,,",CALLE,FRANCISCO ARMENGOL,3,20,58,23,08:58 p. m.,9,NO,Verdadero,Falso,9,ninguna,FAMILIAR,ND,H,M,5,1,FALTA ADMINISTRATIVA,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,4,0,-102.25326,21.9410313,722
250717786,0,30414,ROBO A CASA,4,14/04/2025,16,8,1,FRACCIONAMIENTO,LOS LAURELES II,531,531,CIRCUITO,EL LAUREL ORIENTE,NA,NA,"526,,,",CALLE,DE LA DAMIANA,4,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,RENTEROS,ND,ND,M,1,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,1,0,-102.23784,21.9026565,723
250717938,0,30414,ROBO A CASA,4,14/04/2025,16,1,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,AVENIDA,FEDERICO MENDEZ,NA,NA,"64,,,",CALLE,MANUEL FERNANDEZ SANCHEZ,3,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,VECINA,ND,M,M,6,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,0,Verdadero,1,10,0,-102.26098,21.9389259,724
250718019,0,30414,ROBO A CASA,4,14/04/2025,16,1,1,COLONIA,NUEVA ESPAÑA,172,172,CALLE,FRAY SERVANDO TERESA DE MIER,NA,NA,"208,,,",CALLE,FRAY JUAN DE ZUMARRAGA,2,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,5,equipo de sonido,0,0,Falso,1,1,0,-102.31728,21.8574546,725
250718511,0,30414,ROBO A CASA,4,14/04/2025,16,8,1,EJIDO,LOS POCITOS,565,565,CALLE,DEL POZO,NA,NA,"103,A,,",AVENIDA,EUGENIO GARZA SADA,6,0,0,1,dias solo,3,CONSTRUCCION,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"11,45","herramienta, carretilla",0,28800,Falso,"1,23",1,4102,-102.33443,21.9191603,726
250724724,0,60205,ROBO A CASA,4,14/04/2025,16,1,1,FRACCIONAMIENTO,EL PUERTECITO,407,407,CALLE,PUERTO DE SAN FRANCISCO,NA,NA,"124,,,",AVENIDA,JOSE E FEMAT GUTIERREZ,3,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,3020,Falso,1,1,0,-102.24548,21.9373936,727
250725334,0,30414,ROBO A CASA,4,15/04/2025,16,2,1,FRACCIONAMIENTO,LA FLORIDA ll,444,444,CALLE,PASEO DE LA ENSENADA,NA,NA,"135,,,",CALLE,PASEO DE LOS PENSAMIENTOS,3,0,0,9,06:30-15:30,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"1,38","pantalla, otros",0,0,Falso,1,1,0,-102.23997,21.9313463,728
250725449,0,30414,ROBO A CASA,4,15/04/2025,16,2,1,COLONIA,J. REFUGIO ESPARZA REYES,206,206,CALLE,CARLOS A MADRAZO,NA,NA,",,,",CALLE,SIERRA DE TEPEHUANES,3,0,0,22,03:50 p. m.,3,NO,Falso,Falso,9,ninguna,1 HOMBRE,HECTOR HUGO MUÑOZ VALLE 21 AÑOS EL PATRAÑA,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,13,jugueteria,0,8500,Falso,1,1,0,-102.25793,21.9089197,729
250725475,0,30414,ROBO A CASA,4,15/04/2025,16,2,1,COLONIA,FATIMA,503,503,CALLE,TEPATITLAN,NA,NA,"100,,,",CALLE,SAN MIGUEL EL ALTO,6,0,0,17,22:00-15:30,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,11,12,16,45","pantalla, herramienta, ropa, utensilios de cocina, carretilla",0,10000,Falso,"1,23",1,4108,-102.30339,21.9101515,730
250726685,0,30414,ROBO A CASA,4,15/04/2025,16,2,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,457,CALLE,ANGELA PERALTA,NA,NA,"135,,,",CALLE,DE LA ALIANZA,5,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,VECINOS,ND,A,H,6,0,N,N,0,0,Falso,0,N,N,NO,6,tecnologia,0,0,Falso,1,1,0,-102.24851,21.84842,731
250726726,0,30414,ROBO A CASA,4,15/04/2025,16,8,9,COMUNIDAD,CARBONERAS,1255,1255,CALLE,EMILIANO ZAPATA,NA,NA,"22,,,",CALLE,ADOLFO LOPEZ MATEOS,7,0,0,1,dias solo,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,27,documentos,0,0,Falso,1,1,0,-102.24567,22.1819111,732
250726852,0,30414,ROBO A CASA,4,15/04/2025,16,2,1,FRACCIONAMIENTO,SANTA TERESITA,44R,0,CALLE,MANUEL RUIZ DE TEJADA,NA,NA,"101,,,",CALLE,JOSE DE JESUS GONZALEZ,3,0,0,9,10:00-19:40,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,19,"pantalla, mobiliario",0,0,Falso,1,1,0,-102.24294,21.9286776,733
250727621,0,30414,ROBO A CASA,4,15/04/2025,16,2,5,CONDOMINIO,RUISEÑORES II,1023,1023,CALLE,PALOMA,NA,NA,"115,,,",CALLE,FAISAN,7,0,0,23,07:10 p. m.,9,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,28,38","pantalla, dinero, otros",4000,8000,Falso,1,1,0,-102.33128,21.9684854,734
250729084,0,30414,ROBO A CASA,4,16/04/2025,16,3,1,COLONIA,MORELOS,611,611,AVENIDA,DE LA CONVENCION DE 1914 NORTE,NA,NA,"310,,,",CALLE,20 DE NOVIEMBRE,3,0,0,15,19:00-05:59,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"2,26,29,30","computo, cartera, bolsa, llaves",0,20000,Falso,"1,23",1,4110,-102.29025,21.9015014,735
250732839,0,30414,ROBO A CASA,4,16/04/2025,16,3,1,BARRIO,IGLESIA,60,60,CALLE,JOSE GUADALUPE NAJERA JIMENEZ,NA,NA,",,,",CALLE,SALVADOR QUEZADA LIMON,5,19,4,23,07:04 p. m.,9,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,COCHE,SENTRA PLATA,NO,"5,12,28","equipo de sonido, ropa, dinero",30000,30000,Falso,1,1,0,-102.18671,21.8214393,736
250733294,0,30414,ROBO A CASA,4,16/04/2025,16,3,1,FRACCIONAMIENTO,CLAUSTROS LOMA DORADA,343,343,CERRADA,PRIMERA EL LAUREL,NA,NA,"149,,,",AVENIDA,LOMA DORADA,3,0,0,3,15:00-20:00,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"12,28","ropa, dinero",7000,7000,Falso,1,1,0,-102.24274,21.9215438,737
250735226,0,30414,ROBO A CASA,4,17/04/2025,16,4,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,75,CALLE,VILLA SORIANO,NA,NA,"230,,,",CALLE,FEDERICO MENDEZ,3,0,0,25,12:50 a. m.,9,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,1,0,-102.24945,21.9270273,738
250736600,0,30414,ROBO A CASA,4,17/04/2025,16,4,1,FRACCIONAMIENTO,VILLA DE LA LOMA,336,336,CALLE,LOMA DEL HALCON,NA,NA,"106,,,",CALLE,LOMA DEL AGUILA,3,0,0,27,sin datos,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,1,0,-102.2468,21.9111368,739
250743517,0,30414,ROBO A CASA,4,18/04/2025,16,5,11,FRACCIONAMIENTO,HIDALGO,1304,1304,CALLE,GUAYABITOS,NA,NA,"115,,,",CALLE,MELCHOR TALAMANTES,7,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,0,Falso,1,2,0,-102.26677,22.0729404,740
250745898,0,30414,ROBO A CASA,4,18/04/2025,16,5,1,COMUNIDAD,SAN JOSE DE LA ORDEÑA,29,29,CALLE,SAN MIGUEL EL ALTO,NA,NA,",,,",CALLE,SAN MIGUEL ALLENDE,3,0,0,22,15:00-17:00,3,NO,Falso,Falso,9,ninguna,2 HOMBRES,EL OREJON,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,"3,5,12,15,31","celular, equipo de sonido, ropa, joyeria, mochila",0,50000,Falso,"1,23",1,4121,-102.1569,21.9515764,741
250747407,0,30414,ROBO A CASA,4,18/04/2025,16,5,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,CELIA MARIA MARTINEZ,NA,NA,"124,,,",AVENIDA,GERONIMO DE LA CUEVA,3,0,0,3,12:00-18:45,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"6,10","tecnologia, acabados",0,0,Falso,1,1,0,-102.25705,21.9333643,742
