FOLIO,FOLIO_REL,ID_INC,INCIDENTE,SUB_TIPO,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOSP,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOSP,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,ESPACIO,A_TRANS_PA,CARR_S_N,ROL_AFE,LONG,LAT,OID
250375886,0,30421,ROBO PERSONA,ND,2,26/02/2025,9,3,1,FRACCIONAMIENTO,LOMAS DE ORIENTE I,672,672,CALLE,SIERRA DE SAN BERNARDINO,NA,NA,"709,,,",AVENIDA,PENSADORES MEXICANOS ORIENTE,3,15,59,22,03:59 p. m.,Falso,Verdadero,1,cortante,2 HOMBRES UNO TRAE UNA MASCARA DE PAYASO  Y EL OTRO TRAE UNA COLPA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,28,29","celular,cartera,dinero",70,70,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.916588,-102.2564,375
250377799,0,30422,ROBO PERSONA,ND,2,26/02/2025,9,3,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,REINAS DE LA FERIA,4,20,24,23,08:24 p. m.,Falso,Verdadero,1,cortante,3 HOMBRES UNO DE ELLOS 30 AÑOS DE EDAD APROX CON BIGOTE TRAE UNA CACHUCHA COLOR GRIS Y UNA CAMISA DE BEIS BOL COLOR AZUL,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,28,29,31","celular,dinero,carteta,mochila",0,0,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.899342,-102.2533,376
250377956,0,30421,ROBO PERSONA,ND,2,26/02/2025,9,3,5,FRACCIONAMIENTO,LOMAS DEL VALLE,929,929,CALLE,VALLE REYES,NA,NA,"130,,,",CALLE,VALLE DE LAS DELICIAS,7,20,44,23,08:44 p. m.,Falso,Verdadero,4,fuego,1 HOMBRE CON LA CARA TAPADA,ND,H,H,8,0,N,N,0,0,Falso,0,BICICLETA,BICICLETA,3,celular,0,8000,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,MENOR,21.953805,-102.3436,377
250379100,0,30422,ROBO PERSONA,ND,2,26/02/2025,9,3,5,LOCALIDAD,CORRAL DE BARRANCOS,951,951,AVENIDA,PASEO DE LAS MARAVILLAS,NA,NA,",,,",AVENIDA,GUADALUPE,7,23,47,24,11:47 p. m.,Falso,Falso,9,ninguna,1 HOMBRE VISTE SUDADERA NEGRA PANTALON MEZCLILLA,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,"26,27,28","bolso,documentos,dinero",300,300,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,MUJER,21.950536,-102.3244,378
250375562,0,30446,ROBO PERSONA,ND,2,26/02/2025,9,3,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,323,323,AVENIDA,RODOLFO LANDEROS GALLEGOS,NA,NA,"1706,,,",AVENIDA,CULTURA TARAHUMARA,3,14,45,21,02:45 p. m.,Falso,Falso,9,ninguna,2 HOMBRES UNO DE ELLOS VISTE PLAYERA Y CACHUCHA COLOR ROJO PANTALON NEGRO EL OTRO CAMISA Y PANTALON NEGRO Y TRAE CASCO N,ND,H,M,8,0,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA VENTO COLOR NEGRO CON ROJO,"3,26,27,28","celular,bolso,documentos,dinero",200,200,Falso,1,1,0,NA,NA,0,NA,2,PARADO,NO,MUJER,21.907295,-102.2391,379
250375601,0,30446,ROBO PERSONA,ND,2,26/02/2025,9,3,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,457,CALLE,30 DE SEPTIEMBRE,NA,NA,"209,,,",CALLE,CATOHANRATH,5,14,56,21,02:56 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA VENTO COLOR BLANCA,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,2,PARADO,NO,RATON,21.850052,-102.256,380
250379035,0,50102,ROBO PERSONA,ND,2,26/02/2025,9,3,1,COLONIA,GREMIAL,613,613,AVENIDA,HEROE DE NACOZARI NORTE,NA,NA,",,,",CALLE,COLONEL FELIZ DE LA PAZ,6,23,32,24,11:34 p. m.,Falso,Falso,9,ninguna,1 HOMBRE VISTE CAMISA COLOR OSCURO,ND,H,H,8,0,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA COLOR VERDE,31,mochila,0,0,Verdadero,1,10,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.896932,-102.2868,381
250367623,0,50305,ROBO PERSONA,OPORTUNISTA,2,25/02/2025,9,2,1,COLONIA,ALTAVISTA,234,234,CALLE,CARLOS SAGREDO,NA,NA,",,,",CALLE,GUILLERMO PRIETO,6,11,59,20,11:59 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,"3,29","celular,cartera",0,0,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,ND,21.892728,-102.3057,382
250372999,0,30904,ROBO PERSONA,ND,2,26/02/2025,9,3,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SANTA CATALINA,NA,NA,",,,",AVENIDA,POLIDUCTO,3,6,18,19,06:18 a. m.,Verdadero,Verdadero,1,cortante,2 HOMBRES UNO DE ELLOS VISTE SUDADERA BLANCA CON CAPUCHA EL OTRO SUDADERA NEGRA CON CAPUCHA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,39,sin datos,0,0,Falso,1,2,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.906554,-102.2492,383
250377644,0,30904,ROBO PERSONA,ND,2,26/02/2025,9,3,5,FRACCIONAMIENTO,CHICAHUALES I,1056,1056,CALLE,FELICIANO MARTINEZ CRUZ,NA,NA,",,,",AVENIDA,CIRCUNVALACION SOLIDARIDAD,7,20,39,23,08:39 p. m.,Verdadero,Falso,9,ninguna,1 HOMBRE CHOFER DE CAMION URBANO NUMERO ECONOMICO 1043,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,MUJER,21.951489,-102.3476,384
250376216,0,30422,ROBO PERSONA,ND,2,26/02/2025,9,3,1,FRACCIONAMIENTO,C.N.O.P. ORIENTE,687,687,BOULEVARD,GUADALUPANO,NA,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,3,17,2,22,05:02 p. m.,Falso,Falso,9,ninguna,1 HOMBRE  1 MUJER EL HOMBRE VISTE PLAYERA BLANCA CHAMARRA NEGRA,ND,A,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.903077,-102.2697,385
250380728,0,30422,ROBO PERSONA,ND,2,26/02/2025,9,3,1,COLONIA,MARTINEZ DOMINGUEZ,514,514,AVENIDA,MAHATMA GANDHI,NA,NA,",,,",CALLE,VALENTE QUINTANA,2,17,0,22,05:00 p. m.,Falso,Falso,9,ninguna,1 HOMBRE 1 MUJER QUE VISTE DE COLOR ROSA EL HOMBRE VISTE CAMISA GRIS PANTALON NEGRO,ND,A,M,8,1,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA,"26,38","bolso,otros",0,0,Verdadero,1,4,0,NA,NA,0,NA,2,PARADO,NO,MUJER,21.8515979,-102.2942,386
250380864,0,30421,ROBO PERSONA,NA,2,27/02/2025,9,4,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,222,BOULEVARD,GUADALUPANO,NA,NA,",,,",AVENIDA,SIGLO XXI,3,10,44,20,10:44 a. m.,Falso,Verdadero,1,cortante,3 HOMBRES UNOVISTE PLAYERA BLANCA CON RAYAS NEGRAS OTRO PLAYERA ROJA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,12","celular,ropa",0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.906955,-102.2567,387
250384045,0,30421,ROBO PERSONA,MARIPOSA,2,27/02/2025,9,4,2,COMUNIDAD,LAZARO CARDENAS,741,741,CALLE,LEY AGRARIA,NA,NA,",,,",CALLE,FRANCISCO VILLA,7,7,52,19,07:52 a. m.,Falso,Verdadero,3,contusa,1 HOMBRE,CESAR,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,20,13,0,NA,NA,0,NA,1,ND,NO,HOMBRE,22.171103,-102.025,388
250385533,0,30446,ROBO PERSONA,MARIPOSA,2,27/02/2025,9,4,1,FRACCIONAMIENTO,REAL DEL SOL,412,412,AVENIDA,VALLARTA,NA,NA,",,,",AVENIDA,HACIENDA DE OJOCALIENTE,4,23,32,24,11:32 p. m.,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.890035,-102.2361,389
250386753,0,30446,ROBO PERSONA,MARIPOSA,2,28/02/2025,9,5,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,CALLE,JOSE TRINIDAD VELA SALAS,NA,NA,"227,B,,",CALLE,JOSE M RUIZ DE TEJADA Y OTAL,4,7,15,19,07:15 a. m.,Falso,Falso,9,ninguna,1 HOMBRE,IRVING EDUARDO DIAZ MARIN ALIAS EL MUELA,H,H,8,1,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Verdadero,1,4,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.871055,-102.2411,390
250380142,0,50305,ROBO PERSONA,ND,2,24/02/2025,9,1,5,FRACCIONAMIENTO,CHICAHUALES II,1058,1058,CALLE,MILPILLAS,NA,NA,",,,",CALLE,ROMAN LOERA,7,27,0,27,sin datos,Falso,Verdadero,1,cortante,ND,ND,ND,M,0,0,N,N,0,0,Falso,0,N,N,39,sin datos,0,0,Falso,1,2,0,NA,NA,0,NA,1,ND,NO,MUJER,21.942704,-102.3518,391
250388084,0,30422,ROBO PERSONA,MARIPOSA,2,28/02/2025,9,5,1,UNIDAD HABITACIONAL,POTREROS DEL OESTE,167,167,CALLE,PASEO DE LA ASUNCION,NA,NA,",,,",ANDADOR,LA AURORA,2,13,24,21,01:24 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,1,0,Falso,0,N,N,"14,28,47","bicicleta,dinero,mercancia",200,200,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.84329,-102.3014,392
250394258,0,30421,ROBO PERSONA,ND,3,01/03/2025,9,6,1,FRACCIONAMIENTO,MORELOS II,188,188,AVENIDA,MARIANO ESCOBEDO,NA,NA,",,,",AVENIDA,SIGLO XXI,5,27,0,27,sin datos,Falso,Verdadero,10,sin datos,ND,ND,ND,M,8,0,N,N,1,0,Falso,0,N,N,3,celular,0,0,Falso,2,1,0,NA,NA,0,NA,1,ND,NO,MUJER,21.854928,-102.2569,393
250394932,250394947,30422,ROBO PERSONA,ND,3,01/03/2025,9,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,FELIPE DE UREÑA,NA,NA,"121,B,,",CALLE,BERNABE DE ANDA,3,0,7,25,12:07 a. m.,Falso,Falso,9,ninguna,1 HOMBRE VISTE BERMUDA AZUL PLAYERA AZUL CON NARANJA EXPANSION EN LA OREJA IZQUIERDA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,12,ropa,0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.927002,-102.257,394
250398887,0,30421,ROBO PERSONA,ND,3,01/03/2025,9,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,JOSE S BUSTAMANTE,NA,NA,",,,",CALLE,DOMINGO VELASCO,3,20,57,23,08:57 p. m.,Verdadero,Verdadero,1,cortante,3 HOMBRES 1 MUJER UNO DE ELLOS CISTE DE NEGRO OTRO DE BLANCO Y EL OTRO DE GRIS,ND,A,H,8,0,N,N,0,0,Falso,0,N,N,39,sin datos,0,0,Falso,1,2,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.936416,-102.2611,395
250399060,250399282,30421,ROBO PERSONA,ND,3,01/03/2025,9,6,7,BARRIO,EL CHAVEÑO,1174,1174,CALLE,JUAN DIEGO,NA,NA,",,,",CALLE,CHAVEÑO,7,21,14,24,09:14 p. m.,Falso,Verdadero,1,cortante,ND,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,MENOR,22.22849,-102.312,396
250401034,0,30422,ROBO PERSONA,ND,3,02/03/2025,9,7,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,PAZ ROMO DEL VIVAR,NA,NA,",,,",AVENIDA,SIGLO XXI,3,0,10,25,12:10 a. m.,Falso,Falso,9,ninguna,1 HOMBRE VISTE PALERA Y GORRA NEGRA TRAE UNA VENDA VENDADA,ND,H,H,8,1,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.903212,-102.2548,397
250402607,0,30421,ROBO PERSONA,MARIPOSA,3,02/03/2025,9,7,1,FACCIONAMIENTO,LAS VIÑAS,230,230,CALLE,CIRCUITO DE LA UVA,NA,NA,"213,,,",CALLE,DE LA UVA,3,2,54,25,02:54 a. m.,Falso,Verdadero,4,fuego,2 HOMBRES UNO VISTE CAMISA DE LOS BULLS COLOR ROJO CON BLANCO Y GORRA NEGRA EL OTRO SUDADERA NEGRA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.89915,-102.2817,398
250402856,0,30422,ROBO PERSONA,MARIPOSA,3,02/03/2025,9,7,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,DE LA CONVENCION,NA,NA,",,,",CALLE,BELISARIO DOMINGUEZ,2,3,49,26,03:49 a. m.,Falso,Falso,9,ninguna,3 HOMBRES UNO VISTE CACHUCHA ROJA PANTALON MEZCLILLA CAMISA BLANCA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Verdadero,1,10,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.851131,-102.3075,399
250403155,0,30421,ROBO PERSONA,ND,3,02/03/2025,9,7,1,CONJUNTO HABITACIONAL,VILLA TAURINA,390,390,CALLE,ND,NA,NA,",,,",CALLE,ND,5,4,59,26,04:59 a. m.,Falso,Verdadero,1,cortante,2 HOMBRES UNO DE ELLOS VISTE CAMISA A CUADROS BLANCO CON NEGRO GORRA GRIS Y PANTALON GRIS CONVERSE BLANCOS,EL NANO,H,H,8,0,N,N,0,0,Falso,0,N,N,36,"celular,tecnologia",0,11600,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.86161,-102.248,400
250403233,0,30421,ROBO PERSONA,ND,3,02/03/2025,9,7,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,220,BOULEVARD,GUADALUPENO,NA,NA,",,,",AVENIDA,POLIDUCTO,3,5,37,26,05:37 a. m.,Falso,Verdadero,1,cortante,6 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,31","celular,mochila",0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.91253,-102.2519,401
250403460,0,30421,ROBO PERSONA,ND,3,02/03/2025,9,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ALAMEDA",330,330,CALLE,IGNACIO ORTIZ,NA,NA,"106,,,",AVENIDA,POLIDUCTO,3,6,30,19,06:30 a. m.,Falso,Verdadero,1,cortante,ND,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"28,29,31,40","dinero,cartera,mochila,tarjeta",110,110,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.933116,-102.2677,402
250404630,0,30422,ROBO PERSONA,ND,3,02/03/2025,9,7,11,NINGUNO,DESARROLLO AGROPECUARIO LA TRINIDAD,1317,1317,CALLE,GUAYABITOS,NA,NA,",,,",AVENIDA,JUAREZ,7,12,40,21,12:40 p. m.,Falso,Falso,9,ninguna,3 HOMBRES VISTEN DE BLANCO UNO TRAE UN GORRO TIPO SOLDADO REFIERE SON DEL ANEXO UNIDAD TERAPEUTICA Y TRANSFORMACION,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,"28,29","dinero,cartera",1800,1800,Falso,1,2,0,NA,NA,0,NA,1,ND,NO,MUJER,22.0643391,-102.2706,403
250408695,0,30422,ROBO PERSONA,ND,3,02/03/2025,9,7,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,360,CALLE,PASEO DE LA BIZNAGA,NA,NA,"35,,,",CALLE,CALIXT SERNA VALDIVIA,4,21,16,23,09:16 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Verdadero,1,10,0,NA,NA,0,NA,1,PARADO,NO,MENOR,21.874145,-102.2353,404
250396070,0,30446,ROBO PERSONA,MARIPOSA,3,01/03/2025,9,7,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,360,CALLE,RECINTO CARDON 104,NA,NA,"18,,,",CALLE,RECINTO CARDON 104,4,14,38,21,02:38 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,3,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,1400,Falso,1,6,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.875455,-102.2309,405
250397039,0,30446,ROBO PERSONA,ND,3,01/03/2025,9,6,1,COLONIA,ZONA CENTRO,501,501,CALLE,BENITO JUAREZ,NA,NA,",,,",CALLE,FRANCISCO I MADERO,1,17,20,22,05:20 p. m.,Falso,Falso,9,ninguna,1 HOMBRE VISTE CAMISA BLANCA CON NEGRO GORRA Y MOCHILA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.881898,-102.2957,406
250405052,0,30446,ROBO PERSONA,MARIPOSA,3,02/03/2025,9,7,1,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,192,192,CALLE,ANTARES,NA,NA,",,,",AVENIDA,PASEO DE LA CRUZ,5,13,41,21,01:41 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.87398,-102.2591,407
250411037,0,30446,ROBO PERSONA,ND,3,03/03/2025,10,1,1,COLONIA,ZONA CENTRO,501,501,CALLE,COSIO NORTE,NA,NA,",,,",AVENIDA,FRANCISCO I MADERO,1,1,37,25,01:37 a. m.,Falso,Falso,9,ninguna,1 HOMBRE VISTE CON CHAMARRA COLOR CAFE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,2,PARADO,NO,MUJER,21.883463,-102.2878,408
250388083,0,50301,ROBO PERSONA,ND,2,28/02/2025,9,5,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,calle,DOMINGO VELASCO,NA,NA,",,,",CALLE,ANGEL VENEGAS AHUMADO,3,13,28,21,01:28 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,MUJER,21.936927,-102.2607,409
250382021,0,30904,ROBO PERSONA,MARIPOSA,2,26/02/2025,9,3,1,ESPECIAL,MUSEO DESCUBRE,492R,0,AVENIDA,DEL PARQUE,NA,NA,",,,",AVENIDA,AGUASCALIENTES SUR,5,27,0,27,sin datos,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,MUJER,21.856696,-102.2885,410
250366877,0,10220,ROBO PERSONA,ND,2,24/02/2025,9,1,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,AVENIDA,RODOLFO LANDEROS GALLEGOS,NA,NA,",,,",AVENIDA,SIGLO XXI,3,4,0,26,04:00 a. m.,Falso,Verdadero,3,contusa,ND,ND,ND,H,8,0,N,N,1,0,Verdadero,0,N,N,28,dinero,3000,3000,Falso,1,42,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.90199,-102.2541,411
84220015,0,30422,ROBO PERSONA,MARIPOSA,2,25/02/2025,9,2,8,COLONIA,6 DE ENERO,1212,1212,CALLE,INDEPENDENCIA DE MEXICO,NA,NA,"202,,,",CALLE,GALEANA,7,14,1,21,02:01 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,NE,22.152731,-102.4141,412
250393360,0,30904,ROBO PERSONA,ND,3,01/03/2025,9,6,1,BARRIO,LA SALUD,499,499,AVENIDA,DE LA CONVENCION DE 1914 SUR,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI SUR,5,4,29,26,04:29 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,39,sin datos,0,0,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,MUJER,21.866351,-102.2825,413
250404308,0,30904,ROBO PERSONA,ND,3,02/03/2025,9,7,1,BARRIO,EL ENCINO,517,517,AVENIDA,JOSE MARIA CHAVEZ,NA,NA,"626,,,",CALLE,ALBA,1,11,54,20,11:54 a. m.,Verdadero,Falso,9,ninguna,1 HOMBRE,EL CHINO O EL OJITOS,H,M,8,1,N,N,0,0,Falso,0,N,N,3,celular,0,0,Verdadero,1,4,0,NA,NA,0,NA,1,ND,NO,MUJER,21.874114,-102.2949,414
250402897,0,30907,ROBO PERSONA,NA,3,02/03/2025,9,7,1,UNIDAD HABITACIONAL,POTREROS DEL OESTE,167,167,ANDADOR,CREPUSCULO,NA,NA,",,,",AVENIDA,PASEO DE LA ASUNCION,2,3,58,26,03:58 a. m.,Falso,Falso,9,ninguna,1 HOMBRE,CONDUCTOR DE TAXI,H,M,0,0,N,N,0,0,Falso,0,TAXI,TAXI NUMERO ECO 2467,28,dinero,463,463,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,MUJER,21.84462,-102.3007,415
250403132,0,30904,ROBO PERSONA,ND,3,02/03/2025,9,7,10,MOTEL,EL CIELO,1292R,0,CARRETERA,70 OJUELOS AGUASCALIENTES,NA,NA,",,,",CARRETERA,77 ARELLANO EL RETOÑO,7,5,6,26,05:06 a. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,39,sin datos,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,SI,MUJER,21.841224,-102.1597,416
250412929,0,30904,ROBO PERSONA,ND,3,03/03/2025,10,1,1,BARRIO,GUADALUPE,502,502,CALLE,JOSE GUADALUPE POSADA MUÑOZ,NA,NA,"816,,,",CALLE,LARREATEGUI,1,11,26,20,11:26 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,13,0,NA,NA,0,NA,1,ND,NO,MUJER,21.885769,-102.3074,417
250399501,0,30606,ROBO PERSONA,MARIPOSA,3,01/03/2025,9,6,1,FACCIONAMIENTO,SANTA ELENA,261,261,AVENIDA,DE LA CONVENCION DE 1914 SUR,NA,NA,",,,,",CALLE,REPUBLICA DE NICARAGUA,2,21,55,24,09:55 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,1,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,4,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.867183,-102.3042,418
250415529,0,30421,ROBO PERSONA,ND,3,03/03/2025,10,1,1,COLONIA,TALAMANTES PONCE,510,510,CALLE,FRAY BARTOLOME DE LAS CASAS,NA,NA,"102,,,",CALLE,RIO TAMESIS,6,18,28,22,06:28 p. m.,Falso,Verdadero,3,contusa,4 PERSONAS UNO VISTE ROPA GRIS CON NEGRO,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,"3,31","celular,mochila",0,0,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.934649,-102.296,419
250416208,0,30421,ROBO PERSONA,ND,3,03/03/2025,10,1,1,FRACCIONAMIENTO,VISTA DE LAS CUMBRES,308,308,CALLE,PIANO,NA,NA,",,,",CALLE,ARPA,4,19,47,23,07:47 p. m.,Falso,Verdadero,1,cortante,1 HOMBRE CON UN PERRO,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,12,28,31","celular,ropa,dinero,mochila",74,74,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,MENOR,21.897159,-102.2384,420
250418228,0,30421,ROBO PERSONA,ND,3,03/03/2025,10,1,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,634,CALLE,VOLOS,NA,NA,"105,,,",CALLE,PATRAS,5,23,47,24,11:47 p. m.,Falso,Verdadero,1,cortante,3 HOMBRES VISTEN DE NEGRO,ND,H,H,3,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,2,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.807912,-102.2655,421
250420843,0,30421,ROBO PERSONA,ND,3,04/03/2025,10,2,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,618,AVENIDA,DE LA CONVENCION DE 1914 SUR,NA,NA,",,,",AVENIDA,FERROCARRIL,5,12,40,21,12:40 p. m.,Falso,Verdadero,3,contusa,2 HOMBRES VISTEN DE NEGRO,FRANCISCO JAVIER VALADEZ REQUENES 32 AÑOS,H,H,8,1,N,N,0,0,Falso,0,N,N,3,celular,0,5000,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.867963,-102.278,422
250413814,0,30446,ROBO PERSONA,MARIPOSA,3,03/03/2025,10,1,1,FRACCIONAMIENTO,LOS BOSQUES,298,298,CALLE,SIERRA HERMOSA,NA,NA,"101,D,,",AVENIDA,UNIVERSIDAD,6,14,19,21,02:19 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.919583,-102.3145,423
