FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFEC,CAT_SOS,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,DEN_CASIO,OID,LONG,LAT
251724225,0,50305,AUTOPARTES,9,2025-09-05,36,5,1,FRACCIONAMIENTO,PILAR BLANCO,142,142,AVENIDA,DE LA ASUNCION,0,NA,",,,",CALLE,AVESTRUZ,2,4,19,19,06:00-08:59,true,false,9,Ninguna,2 HOMBRES,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,CHEVROLET,S10,1,13,0,291,-102.30078883,21.85179564
251733790,0,30403,AUTOPARTES,9,2025-09-06,36,6,1,ZONA,ZONA CENTRO,501,501,CALLE,DURANGO,0,NA,"115,,,",CALLE,VAZQUEZ DEL MERCADO,1,0,0,10,06:00-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23,24","autoestereo, equipo de sonido, bateria",0.00000,60000.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,0,292,-102.28896713,21.88571189
251735375,0,30411,AUTOPARTES,9,2025-09-06,36,6,1,PARQUE,PARQUE RODOLFO LANDEROS GALLEGOS,492,492,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",AVENIDA,AGUASCALIENTES SUR,5,0,0,9,06:0-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"11,24","herramienta, bateria",0.00000,12000.000000,false,1,3,CAMIONETA,SILVERADO,ND,1,1,0,293,-102.29192352,21.85381777
251733006,0,30411,AUTOPARTES,9,2025-09-06,36,6,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,627,627,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,12E ANTONIO GUTIERREZ SOLA,5,11,40,20,09:00-11:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23,11,24","autoestereo, equipo de sonido, herramienta, bateria",0.00000,0.000000,false,1,2,CAMIONETA,CHEVROLET,S10,1,2,0,294,-102.28906176,21.83688969
251739239,0,30411,AUTOPARTES,9,2025-09-07,36,7,6,RURAL,SAN LUIS DE LETRAS,1143,1143,CARRETERA,45 NORTE,0,NA,",,,",CALLE,FRANCISCO MENDEZ REYES,7,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23,11","autoestereo, equipo de sonido, herramienta",0.00000,12000.000000,false,1,3,CAMIONETA,FORD,COURIER,1,1,0,295,-102.29429403,22.13700270
251742460,0,30411,AUTOPARTES,9,2025-09-07,36,7,1,ESPECIAL,PARQUE ECOLOGICO DE MEXICO,544,544,AVENIDA,PENSADORES MEXICANOS ORIENTE,0,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,3,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"24,11","bateria, herramienta",0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,23,4663,296,-102.27023573,21.91035924
251676527,0,50305,AUTOPARTES,8,2025-08-29,35,5,1,FRACCIONAMIENTO,VILLA TERESA,283,283,CALLE,CAPUCHINAS,0,NA,",,,",AVENIDA,MISIONEROS,3,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,39,sin datos,0.00000,0.000000,false,4,5,AUTOMOVIL,ND,ND,1,13,0,297,-102.27738210,21.92047429
251684666,0,50305,AUTOPARTES,8,2025-08-30,35,6,1,PARQUE,PARQUE ECOLOGICO DE MEXICO,544,544,AVENIDA,PENSADORES MEXICANOS ORIENTE,0,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,3,12,51,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,FORD,KA,1,13,0,298,-102.27040043,21.91019046
251698863,0,30403,AUTOPARTES,9,2025-09-01,36,1,1,FRACCIONAMIENTO,LOMAS DEL CHAPULIN,463,463,CALLE,GUAYACAN,0,NA,"306,,,",CALLE,ARROYO,5,0,0,1,dias solo,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"22,24","autoestereo, bateria",0.00000,0.000000,false,4,2,AUTOMOVIL,ND,ND,1,23,4643,299,-102.24641577,21.86018715
251704888,0,30403,AUTOPARTES,9,2025-09-02,36,2,1,PARQUE,PARQUE RODOLFO LANDEROS GALLEGOS,492,492,BOULEVARD,JOSE MARIA CHAVEZ,0,NA,",,,",AVENIDA,AGUASCALIENTES SUR,3,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,39,sin datos,0.00000,0.000000,false,4,5,AUTOMOVIL,VOLKWAGEN,BOCHO,1,6,0,300,-102.29190717,21.85373310
251704990,0,30411,AUTOPARTES,9,2025-09-02,36,2,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,CALLE,JOSE GUERRA PALOS,0,NA,",,,",CALLE,ISABEL JIMENEZ DIAZ,4,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,false,0,N,N,30,llaves,0.00000,0.000000,false,1,1,CAMION,ND,ND,1,1,0,301,-102.23559931,21.87078425
251705752,0,30411,AUTOPARTES,9,2025-09-02,36,2,1,FRACCIONAMIENTO,JARDINES DE LA ASUNCION,516,516,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,HERNANDO MARTELL,5,0,0,0,,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"11,24,23","herramienta, bateria, equipo de sonido",0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,POINTER,1,23,4646,302,-102.29374978,21.86401142
251707545,0,30411,AUTOPARTES,9,2025-09-02,36,2,1,FRACCIONAMIENTO,BONA GENS,584,584,CALLE,POPOCATEPETL,0,NA,",,,",CALLE,CEDRO,5,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"46,23,11","accesorios, equipo de sonido, herramienta",0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,0,303,-102.27025179,21.87673188
251711744,0,30403,AUTOPARTES,9,2025-09-03,36,3,5,FRACCIONAMIENTO,PORTALES JESUS MARIA,939,939,CALLE,CORREGIDORA,0,NA,"206,,,",CALLE,BENIGNO CHAVEZ,7,0,0,4,19:00-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,11,herramienta,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,0,304,-102.33839237,21.96486874
251716052,251716397,30403,AUTOPARTES,9,2025-09-03,36,3,1,COLONIA,J. REFUGIO ESPARZA REYES,206,206,CALLE,CARLOS A MADRAZO,0,NA,",,,",CALLE,SIERRA DE TLAXCO,3,19,29,23,19:00-21:30,true,false,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,false,0,N,N,"22,3","autoestereo, celular",0.00000,0.000000,false,3,3,AUTOMOVIL,ND,ND,1,6,0,305,-102.25665596,21.90906109
251674414,0,30411,AUTOPARTES,8,2025-08-28,35,4,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,210,CALLE,SIERRA TARAHUMA,0,NA,",,,",AVENIDA,SIGLO XXI,3,0,0,23,19:00-21:29,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"24,27","bateria, documentacion",0.00000,0.000000,false,4,3,CAMIONETA,CHEVROLET,VENTURE,1,1,0,306,-102.25911834,21.90979672
251672868,0,30446,AUTOPARTES,8,2025-08-28,35,4,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,340,AVENIDA,CULTURA NAZCA,0,NA,",,,",CALLE,CULTURA NAZCA 212,3,15,1,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,53,casco,0.00000,0.000000,false,2,2,MOTOCICLETA,ND,ND,1,2,0,307,-102.24010739,21.91095944
251672348,0,30446,AUTOPARTES,8,2025-08-28,35,4,1,FRACCIONAMIENTO,PILAR BLANCO,142,142,BOULEVARD,AGUILA,0,NA,",,,",CALLE,CANARIO,2,12,47,21,12:00-15:29,false,false,9,Ninguna,1 HOMBRE,"NIÑO DE APROX 10 AÑOS DE EDAD, PLAYERA GRIS, SHORT NEGRO",H,H,8,0,ND,ND,0,0,false,0,N,N,3,celular,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,1,0,308,-102.29954440,21.84985271
251687260,0,30411,AUTOPARTES,8,2025-08-30,35,6,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,222,BOULEVARD,GUADALUPANO,0,NA,",,,",AVENIDA,SIGLO XXI,3,20,19,23,19:00-21:29,true,false,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,false,0,N,N,"31,22,28,3","mochila, dinero, celular, autoestereo",0.00000,0.000000,true,1,3,AUTOMOVIL,CHEVROLET,CHEVY,1,1,0,309,-102.25644497,21.90749965
251694101,0,30411,AUTOPARTES,8,2025-08-31,35,7,1,PARQUE,PARQUE RODOLFO LANDEROS GALLEGOS,226,226,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",AVENIDA,AGUASCALIENTES SUR,5,0,0,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23,31,38","autoestereo, equipo de sonido, mochila, otros",0.00000,0.000000,false,1,3,CAMIONETA,FORD,RANGER,1,1,0,310,-102.29188253,21.85360640
251658249,0,50305,AUTOPARTES,8,2025-08-25,35,1,1,BARRIO,GUADALUPE,502,502,CALLE,LIBERTAD,0,NA,"223,,,",CALLE,GUADALUPE,1,0,0,16,19:00-05:59,false,false,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,13,0,311,-102.30053117,21.88320415
251660449,0,30904,AUTOPARTES,8,2025-08-26,35,2,1,COLONIA,INDUSTRIAL,240,240,CALLE,MELQUIADES MORENO,0,NA,",,,",CALLE,ALFREDO LEWIS,6,11,11,20,09:00-11:59,false,false,9,Ninguna,1 HOMBRE,"CAMISA TIPO GUAYABERA DE COLOR GRIS, CACHUCHA ROJA, PANTALON DE MEZCLILLA DE COLOR NEGRO",H,M,8,0,ND,ND,0,0,false,0,BICICLETA,N,22,autoestereo,0.00000,0.000000,false,1,2,AUTOMOVIL,CHEVROLET,AVEO,1,6,0,312,-102.29455496,21.89916877
251665028,0,30403,AUTOPARTES,8,2025-08-27,35,3,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,376,376,CALLE,SERENGUETI,0,NA,"173,,,",AVENIDA,VALLARTA,4,2,20,25,00:00-02:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,38","maletin, otros",0.00000,0.000000,false,4,1,CAMIONETA,RENAULT,DUSTER,1,1,0,313,-102.23724635,21.88233128
251666284,0,30411,AUTOPARTES,8,2025-08-27,35,3,1,FRACCIONAMIENTO,LAS ARBOLEDAS,130,130,CALLE,JACARANDAS,0,NA,"520,,,",AVENIDA,CANAL INTERCEPTOR,6,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,accesorios,0.00000,0.000000,false,3,2,CAMIONETA,CHEVROLET,ND,1,6,0,314,-102.30436314,21.90147893
251614246,0,30907,AUTOPARTES,8,2025-08-19,34,2,1,COMUNIDAD,COTORINA (COYOTES),45,45,CALLE,LIGA MEXICANA,0,NA,",,,",CALLE,DIABLOS ROJOS,5,0,0,1,DIAS SOLO,false,false,9,Ninguna,1 HOMBRE,CESAR ROMAN ORTEGA,H,M,8,1,ND,ND,0,0,false,0,N,N,35,gasolina,0.00000,0.000000,false,3,2,TRAILER,ND,ND,1,4,0,315,-102.26278400,21.75175200
251621153,0,30904,AUTOPARTES,8,2025-08-20,34,3,1,SUBDIVISION,AGRICULTURA,519,519,AVENIDA,QUINTA AVENIDA,0,NA,",,,",CALLE,REPUBLICA MEXICANA,2,11,39,20,09:00-11:59,true,false,9,Ninguna,1 HOMBRE,"PLAYERA AZUL, GORRA",ND,M,8,0,ND,ND,0,0,false,0,BICICLETA,N,22,autoestereo,0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,13,0,316,-102.29905805,21.86342244
251620708,0,30446,AUTOPARTES,8,2025-08-20,34,3,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,663,CALLE,ANTIGUO CAMINO A SAN IGNACIO,0,NA,",,,",CALLE,RIO COLORADO,6,10,15,2,09:00-11:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,53,casco,0.00000,0.000000,false,3,1,MOTOCICLETA,ND,ND,1,1,0,317,-102.32160174,21.89846025
251631287,0,30446,AUTOPARTES,8,2025-08-21,34,4,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,CALLE,HACIENDA LAS PILAS,0,NA,"116,,,",CALLE,HACIENDA LORETITO,4,22,13,23,19:00-21:29,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,3,celular,0.00000,3500.000000,false,3,1,AUTOMOVIL,ND,ND,1,6,0,318,-102.24715527,21.89091049
251626718,0,30606,AUTOPARTES,8,2025-08-21,34,4,1,NINGUNO,AURRERA PINTORES,673,673,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,SIERRA DE SAN BERNARDINO,3,9,10,20,09:00-11:59,true,false,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,11,herramienta,0.00000,0.000000,false,1,1,CAMIONETA,ND,ND,1,13,0,319,-102.26105818,21.91932881
251628647,251628647,30411,AUTOPARTES,8,2025-08-21,34,4,1,FRACCIONAMIENTO,GAMEZ,253,253,CALLE,PODER LEGISLATIVO SUR,0,NA,"304,,,",CALLE,PODER LEGISLATIVO SUR,1,15,18,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"29,40,28","cartera, tarjeta, dinero",6000.00000,0.000000,false,3,1,CAMIONETA,CHEVROLET,CAPTIVA,1,1,0,320,-102.28365135,21.87821563
251629169,0,30411,AUTOPARTES,8,2025-08-21,34,4,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SAN ELIAS,0,NA,"114,,,",CALLE,SAN RAFAEL,4,0,0,1,dias solo,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,29,3,27","autoestereo, cartera, celular, documentos",0.00000,0.000000,false,1,3,AUTOMOVIL,NISSAN,TSURU,1,1,0,321,-102.24386019,21.89833763
251632923,0,30411,AUTOPARTES,8,2025-08-22,34,5,1,CONDOMINIO,PASEOS DE SANTA MONICA,488,488,CALLE,PASEOS DE ARGEL,0,NA,"106,,,",AVENIDA,PALMAS DE GUINEA,2,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"29,27,28,40","cartera, documentos, dinero, tarjetas",1400.00000,0.000000,false,1,3,AUTOMOVIL,CADILLAC,ESCALADE,1,6,0,322,-102.31533748,21.84109984
251634740,0,30411,AUTOPARTES,8,2025-08-22,34,5,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,627,627,CALLE,12E ANTONIO GUTIERREZ SOLA,0,NA,",,,",CALLE,26N JULIO DIAZ TORRES,5,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,0,323,-102.28116473,21.83844998
251646160,0,30904,AUTOPARTES,8,2025-08-24,34,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,0,NA,",,,",AVENIDA,JESUS HERNANDEZ DIAZ,5,2,45,25,00:00-02:59,true,false,9,Ninguna,2 HOMBRES,"UNO DE CHAMARRA DE COLOR NEGRO, CHAMARRA COLOR TINTO",H,H,8,0,ND,ND,0,0,false,0,BICICLETA,N,39,sin datos,0.00000,0.000000,false,4,5,AUTOMOVIL,NISSAN,TSURU,1,13,0,324,-102.25227742,21.92920160
251648091,0,30411,AUTOPARTES,8,2025-08-24,34,7,1,COLONIA,NUEVA ESPAÑA,172,172,AVENIDA,DE LOS MAESTROS,0,NA,",,,",CALLE,FRAY PEDRO DE GANTE,2,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,22,autoestereo,0.00000,9000.000000,false,1,2,CAMIONETA,ND,ND,1,1,0,325,-102.31597262,21.85631159
251652280,0,30403,AUTOPARTES,8,2025-08-24,34,7,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,353,353,CALLE,VISTA DE ORIENTE 802,0,NA,",144,,",AVENIDA,VISTAS DE ORIENTE,4,22,20,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23","autoestereo, equipo de sonido",0.00000,5000.000000,false,4,2,AUTOMOVIL,ND,ND,1,23,4627,326,-102.23172511,21.88259780
251575264,0,30446,AUTOPARTES,8,2025-08-13,33,3,1,ZONA,ZONA CENTRO,501,501,CALLE,5 DE MAYO,0,NA,",,,",CALLE,GENERAL IGNACIO ZARAGOZA,6,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"12,11","ropa, herramienta",0.00000,0.000000,false,4,1,CAMIONETA,ND,ND,1,1,0,327,-102.29522900,21.88989159
251609169,0,30411,AUTOPARTES,8,2025-08-18,34,1,1,FRACCIONAMIENTO,GOMEZ,237,237,AVENIDA,DE LA CONVENCION DE 1914 PONIENTE,0,NA,",,,",CALLE,GUADALUPE,6,14,36,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,54,tapas,0.00000,0.000000,false,2,2,CAMIONETA,GMC,ALL TERRAIN,1,13,0,328,-102.31196800,21.88570855
251612624,0,30403,AUTOPARTES,8,2025-08-18,34,1,5,FRACCIONAMIENTO,AGUA CLARA,925,925,CALLE,AGUA POTABLE,0,NA,"113,,,",CALLE,AGUAS TERMALES,7,22,53,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,32,42","maletines,medicamentos,instrumentos musicales",0.00000,5500.000000,false,4,1,CAMIONETA,RENAULT,OROCH,1,1,0,329,-102.33841524,21.95639925
251613791,0,30403,AUTOPARTES,8,2025-08-19,34,2,1,FRACCIONAMIENTO,PERIODISTAS,204,204,CALLE,REDACTORES,0,NA,"111,,,",CALLE,VOCEADORES,5,6,42,19,06:00-08:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"3,29,40,28","celular, cartera, tarjetas, dinero",20000.00000,0.000000,false,4,1,CAMIONETA,DODGE,RAM,1,6,0,330,-102.24882151,21.85326452
251615408,0,30411,AUTOPARTES,8,2025-08-19,34,2,1,FRACCIONAMIENTO,VILLA TERESA,283,283,CALLE,CAPUCHINAS,0,NA,",,,",CALLE,JESUITAS,3,0,0,1,dias sola,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,11","autopartes, herramienta",0.00000,5500.000000,false,4,1,CAMIONETA,MAZDA,ND,1,1,0,331,-102.27788305,21.92047457
251567927,0,30403,AUTOPARTES,8,2025-08-12,33,2,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,CALLE,PROFESORES,0,NA,337,CALLE,PESCADORES,4,18,34,22,15:30-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,41,ninguna,0.00000,0.000000,false,4,4,CAMIONETA,CHEVROLET,TRACKER,1,6,0,332,-102.26406480,21.89466357
251569670,0,30411,AUTOPARTES,8,2025-08-13,33,3,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,FERIAL,0,NA,"122,,,",CALLE,REINAS DE LA FERIA,4,1,11,25,00:00-02:59,false,false,9,Ninguna,1 HOMBRE,PLAYERA DE COLOR NEGRO,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,2,CAMIONETA,FORD,RANGER,1,6,0,333,-102.25059693,21.89876548
251570847,0,30403,AUTOPARTES,8,2025-08-13,33,3,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,462,AVENIDA,DIAGONAL ALFIL,0,NA,"330,B,,",AVENIDA,DEL REY,5,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"11,29,28,40,13","herramienta,cartera,dinero,tarjetas,jugueteria",6000.00000,0.000000,false,1,1,AUTOMOVIL,NISSAN,ALTIMA,1,1,0,334,-102.25229460,21.84468672
251570597,0,30403,AUTOPARTES,8,2025-08-13,33,3,5,FRACCIONAMIENTO,BELLA VISTA,901,901,CALLE,VISTA ALEGRE,0,NA,",,,",CALLE,ALTAVISTA,7,5,30,26,03:00-05:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"31,28,15,38","mochila,dinero,joyeria,otros",20000.00000,150000.000000,false,4,1,AUTOMOVIL,JEEP,ND,1,1,0,335,-102.34957094,21.96740863
251586902,0,30411,AUTOPARTES,8,2025-08-15,33,5,1,FRACCIONAMIENTO,LAS AMERICAS,262,262,CALLE,REPUBLICA DE ARGENTINA,0,NA,"505,,,",AVENIDA,DE LA CONVENCION DE 1914 SUR,2,0,0,22,15:30-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,30,6","mochila,llaves,tecnologia",0.00000,0.000000,false,1,3,CAMIONETA,FORD,RANGER,1,1,0,336,-102.29703273,21.86641580
251585569,0,30411,AUTOPARTES,8,2025-08-15,33,5,1,COLONIA,COL SAN MARCOS,145,145,CALLE,LONDRES,0,NA,",,,",CALLE,PARIS,6,0,0,1,dias solo,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,accesorios,0.00000,0.000000,false,1,2,AUTOMOVIL,CHEVROLET,AVEO,1,1,0,337,-102.31690572,21.87672781
251586808,0,30411,AUTOPARTES,8,2025-08-15,33,5,1,COLONIA,INDUSTRIAL,240,240,CALLE,MELQUIADES MORENO,0,NA,",,,",AVENIDA,DE LA CONVENCION DE 1914 NORTE,6,0,0,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"23,24","equipo de sonido, bateria",0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,0,338,-102.29491275,21.89970832
251591030,0,30403,AUTOPARTES,8,2025-08-16,33,6,1,FRACCIONAMIENTO,MORELOS I,598,598,AVENIDA,AGUASCALIENTES SUR,0,NA,",,,",CALLE,22 DE DICIEMBRE,5,0,0,1,dia solo,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"22,24","autoestereo, bateria",0.00000,0.000000,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,0,339,-102.26029202,21.85963868
251600971,0,30403,AUTOPARTES,8,2025-08-17,33,7,1,FRACCIONAMIENTO,LOS PIRULES,101,101,ANDADOR,CLAVELES,0,NA,",,,",ANDADOR,BUGAMBILIAS,2,0,0,16,19:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,41,ninguno,0.00000,0.000000,false,4,4,AUTOMOVIL,NISSAN,MARCH,1,13,0,340,-102.31934400,21.86818100
251599698,0,30403,AUTOPARTES,8,2025-08-17,33,7,5,FRACCIONAMIENTO,CIELO CLARO,903,903,BOULEVARD,MANUEL J CLOUTIER,0,NA,",,,",AVENIDA,CIRCUNVALACION A SOLIDARIDAD,7,0,0,16,19:00-05:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"26,3","bolso, celular",0.00000,0.000000,false,4,1,AUTOMOVIL,DODGE,STRATUS,1,1,0,341,-102.33821940,21.95528410
251601066,0,30411,AUTOPARTES,8,2025-08-17,33,7,5,LOCALIDAD,SAN ANTONIO DE LOS HORCONES,1032,1032,CALLE,JOSE MARIA MORELOS Y PAVON,0,NA,",,,",CALLE,EMILIANO ZAPATA,7,13,8,0,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"3,28,2","celular,dinero,computo",0.00000,0.000000,false,1,1,AUTOMOVIL,NISSAN,TSURU,1,13,0,342,-102.32837117,21.99555398
251528823,0,30403,AUTOPARTES,8,2025-08-07,32,4,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,JOSE MARIA BOCANEGRA,0,NA,",,,",CALLE,CORONEL JOSE FERRERO,2,3,0,26,03:00-05:59,true,false,9,Ninguna,5 HOMBRES,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,11,herramienta,0.00000,0.000000,false,4,1,AUTOMOVIL,ND,ND,1,6,0,343,-102.32425221,21.85383593
251549544,0,30422,AUTOPARTES,8,2025-08-10,32,7,7,RURAL,FRESNILLO,1206,1206,CALLE,ADOLFO LLOPEZ MATEOS,0,NA,"100,,,",CALLE,DE LA FRATERNIDAD,7,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"30,27,28","llaves, documentos, dinero",0.00000,0.000000,false,3,2,CAMIONETA,DODGE,CARAVAN,1,13,0,344,-102.33843500,22.24597600
251558204,0,30411,AUTOPARTES,8,2025-08-11,33,1,1,FRACCIONAMIENTO,MEXICO,624,624,CALLE,CHIAPAS,0,NA,",,,",AVENIDA,AGUASCALIENTES SUR,5,10,40,20,09:00-11:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"26,40","documentacion, tarjetas",0.00000,0.000000,false,1,1,AUTOMOVIL,CHEVROLET,BEAT,1,13,0,345,-102.27917353,21.85950208
