FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,RANGO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,DETENIDO,DET_SPM,MOT_DET,LESION_PR,LESION_AFE,CAT_SOSP,SEXO_AGRE,SEXO_AFECT,LESIONADO,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,GIRO_NEG,VEH_AFEC,OID,LONG,LAT
240586902,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-14,15,7,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,DOCTOR FRANCISCO VAZQUEZ GOMEZ,0,NA,",,,",AVENIDA,DE LA CONVENCION,2,1,48,01:48,25,false,true,2,Punzante,"MUJER FALDA NEGRA, MASCULINO EL BOLA PANTALON MEZCLILLA OBSCURO",EL BOLA,0,0,0,0,0,10,HM,M,0,false,0,N,N,"28,29,3","Dinero, cartera, celular",250,2750,false,1,1,0,UBER,ND,47,-102.31417648,21.85290910
240587633,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-14,15,7,1,FRACCIONAMIENTO,CONSTITUCION,607,607,AVENIDA,CONSTITUCION,0,NA,",,,",AVENIDA,AGUASCALIENTES,3,3,1,03:01,26,false,true,8,Otros,"2 MASCULINOS, 2 FEMENINAS",ND,0,0,0,0,0,10,HM,M,0,false,0,N,N,28,Dinero,200,200,false,1,1,0,TAXI 2025,"NISSAN, TSURU, BLANCO",48,-102.28657574,21.91535748
240588156,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-14,15,7,5,LOCALIDAD,TEPETATES,992,992,CARRETERA,53 PASO BLANCO,0,NA,",,,",CALLE,MEDELLIN,7,4,25,04:25,26,false,true,10,Sin datos,"3 MASCULINOS, 1 FEMENINA",ND,0,0,0,0,0,10,HM,H,0,false,0,N,N,28,Dinero,200,200,false,1,1,0,PLATAFORMA,"DODGE, ATITUDE",49,-102.32119789,21.95717992
240588886,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-14,15,7,1,FRACCIONAMIENTO,VERSALLES II,164,164,AVENIDA,DE LOS MAESTROS,0,NA,",,,",AVENIDA,AGUASCALIENTES,2,7,13,07:13,19,false,true,10,Sin datos,MASCULINO TATUADO DE LA CARA,ND,0,0,0,0,0,10,H,M,0,false,0,N,N,28,Dinero,400,400,false,1,1,0,TAXI 3129,"NISSAN, VERSA, BLANCO",50,-102.31411077,21.85879138
240656043,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-23,17,2,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,AVENIDA,ESFUERZO NACIONAL,0,NA,",,,",CALLE,AGUA CLARA,4,1,51,01:51,25,false,true,1,Cortante,2 SUJETOS,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,3,Celular,0,11000,false,1,1,0,DIDI,"NISSAN, VERSA, NARANJA",51,-102.25599113,21.89393042
240668899,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-25,17,4,1,CONDOMINIO,JARDINES DEL LAGO,178,178,BOULVARD,JUAN PABLO II,0,NA,",,,",CALLE,PASEO DEL LAGO,2,0,8,00:08,25,false,true,3,Contusa,1 SUJETO GRANDE,ND,0,0,0,0,0,10,M,M,0,false,0,ND,ND,28,Dinero,400,400,false,1,1,0,BOLT,"NISSAN, VERSA, ROJO",52,-102.34526749,21.85809382
240681523,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-26,17,5,1,FRACCIONAMIENTO,LOMAS DE VISTABELLA,339,339,CALLE,VERDE,0,NA,",,,",CALLE,VISTA DE LA LOMA,5,21,10,21:10,23,false,true,2,Punzante,2 SUJETOS CHOLOS VESTIMENTA NEGRA,ND,0,0,0,0,0,0,M,M,0,false,0,ND,ND,"3,28","Celular, dinero",700,700,false,1,1,0,UBER,ND,53,-102.25803816,21.84345492
240794731,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,5,2024-05-12,19,7,5,LOCALIDAD,MARAVILLAS,991,991,AVENIDA,SIGLO XXI NORTE,0,NA,",,,",AVENIDA,MIGUEL DE LA MADRID HURTADO,7,8,3,08:03,19,false,true,3,Contusa,2 SUJETOS,ND,0,0,0,0,1,10,M,M,1,true,0,N,N,"3,29,22,","Celular, cartera, autoestereo",0,2000,false,1,53,0,TAXI,"NISSA, TSURU, BLANCO",54,-102.33566486,21.95301812
240842762,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,5,2024-05-19,20,7,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,340,AVENIDA,LOMA DLE CARDENAL,0,NA,",,,",AVENIDA,LOMA DEL CARDENAL 105,3,3,43,03:43,26,false,true,1,Cortante,3 SUJETOS JOVENES,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,28,Dinero,0,0,false,1,1,0,PLATAFORMA,"KIA, RIO, AZUL, ABA100F",55,-102.24452390,21.91206185
240894197,1,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,5,2024-05-26,21,7,1,FRACCIONAMIENTO,SAN SEBASTIAN,73,73,AVENIDA,SAN SEBASTIAN,0,NA,",,,",PRIVADA,SAN NICOLAS,5,15,39,15:39,22,true,true,4,Fuego,2 SUJETOS VESTIMENTA NEGRA PEPENADORES CUBREBOCAS,ND,0,0,0,0,1,8,M,M,1,false,0,BICICLETA NEGRA,N,3,Celular,0,0,false,1,1,0,TAXI 3834,ND,56,-102.27081737,21.81931525
240917792,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,5,2024-05-30,22,4,11,FRACCIONAMIENTO,LA RIBERA,1340R,0,CARRETERA,152 SAN NICOLAS PUERTECITO DE LA VIRGEN,0,NA,",,,",NA,NA,7,9,54,09:54,20,false,true,8,Otros,M 25 AÑOS CAMISA BLANCA PANTALON DE MEZCLILLA PASAMONTAÑAS NEGRO,ND,0,0,0,0,0,0,M,M,0,false,0,N,N,"3,28","Celular, dinero",50,1550,false,1,1,0,TAXI 1589,"MARCH, BLANCO",57,-102.24343172,21.96752902
240941369,0,30423,ROBO EN TRANSPORTE PUBLICO COLECTIVO,6,2024-06-02,22,7,1,COMUNIDAD,EL CONEJAL,2,2,CALLE,JUAN MARTIN DEL CAMPO,0,NA,",,,",AVENIDA,EL CONEJAL,4,16,8,16:08,22,false,true,9,Ninguna,1 SUJETO,ERME SAIN BERNADES,1,1,0,0,0,10,M,M,0,false,0,N,N,28,Dinero,0,0,false,1,4,0,URBANO 1834,ND,58,-102.20624579,21.91783321
240958376,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,6,2024-06-04,23,2,1,FRACCIONAMIENTO,SAN JORGE,322,322,CALLE,MIGUEL HIDALGO Y COSTILLA,0,NA,",,,",PROLONGACION,PALMA BAMBU,5,23,30,23:30,24,false,true,1,Cortante,8 SUJETOS,ND,0,0,0,0,0,8,M,M,0,false,0,N,N,"24,30,28,22,11","Bateria, llaves, dinero, autoestereo, herramienta",1200,1200,false,1,0,0,TAXI 3773,ND,59,-102.23806014,21.86155005
241040005,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,6,2024-06-17,25,1,1,FRACCIONAMIENTO,PARRAS,224,224,CALLE,VIÑEDO,0,NA,",,,",CALLE,MALAGA,3,12,14,12:14,21,false,false,10,Sin datos,ND,ND,0,0,0,0,0,8,ND,M,0,false,0,ND,ND,39,Sin datos,0,0,false,1,2,0,TAXI,TAXI BLANCO,60,-102.27623604,21.91273121
241120573,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,6,2024-06-30,26,7,5,COLONIA,EL TORITO,1071,1071,CALLE,15 DE SEPTIEMBRE,0,NA,"117,,A",AVENIDA,ALEJANDRO DE LA CRUZ,7,20,52,20:52,23,false,false,9,Ninguna,ND,ND,0,0,0,0,0,8,ND,M,0,false,0,ND,ND,3,Celular,0,0,false,1,1,0,PLATAFORMA,"V-DRIVE, BLANCO",61,-102.35357647,21.96964861
241100734,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,6,2024-06-27,26,4,1,COLONIA,TROJES DE ALONSO,508,508,CALLE,PRIMAVERA,0,NA,",,,",CALLE,NUEVA,6,21,50,21:50,24,false,true,1,Cortante,JUAN LUIS MACIAS MACIAS,ND,1,0,0,0,0,8,M,M,0,false,0,ND,ND,28,Dinero,800,800,false,1,4,0,TAXI 0752,"VOLKSWAGEN, VENTO, BLANCO",62,-102.30448696,21.93501556
241133460,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-02,27,2,1,FRACCIONAMIENTO,VILLA DEL COBANO,103,103,CALLE,F,NA,0,",,,",CALLE,TAMARINDO,3,23,46,23:46,24,false,false,9,Ninguna,ND,ND,0,0,0,0,0,0,M,M,0,false,0,ND,ND,3,Celular,0,0,false,1,6,0,UBER,"NISSAN, MARCH, AZUL",63,-102.27936302,21.90901398
241151097,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-05,27,5,5,CONDOMINIO,QUINTAS DE MONTICELLO,969,969,AVENIDA,ARROYO EL MOLINO,0,NA,",,,",PROLONGACION,IGANCIO ZARAGOZA,7,23,6,23:06,24,false,false,9,Ninguna,1 MUJER,ND,0,0,0,0,0,10,F,M,0,false,0,N,N,"28,29","Dinero, cartera",1000,1000,false,1,2,0,TAXI 3657,"NISSAN, TSURU, BLANCO",64,-102.30856845,21.93454352
241208035,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-14,28,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,JOSE ALCIBAR,0,NA,",,,",CALLE,RUPERTO SILVA,3,18,15,18:15,23,false,true,3,Contusa,ND,ND,0,0,0,0,1,10,M,M,0,false,0,ND,ND,34,Consumo,0,0,false,1,1,0,TAXI 0014,ND,65,-102.25502134,21.92810778
241181388,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-10,28,3,5,FRACCIONAMIENTO,PLAN BENITO JUAREZ,1048,1048,CALLE,IGNACIO ALLENDE,0,NA,",,,",PROLONGACION,PLAN DE ALLENDE,7,15,13,15:13,21,false,true,1,Cortante,"M, GORRA NEGRA, PLAYERA BLANCA, PANTALON MEZCLILLA, TATUADO CUELLO",ND,0,0,0,0,0,10,M,M,0,false,0,ND,ND,"29,28,3","Cartera, dinero, celular",500,2400,false,1,1,0,UBER,"CHEVROLET, BEAT, AZUL",66,-102.35926636,21.96526968
241209673,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-14,28,7,5,COLONIA,CENTRO,938,938,CALLE,NUEVA,0,NA,"309,,,",CALLE,ORIENTE,7,22,24,22:24,24,false,true,4,Fuego,"M ALTO PANTALON MEZCLILLA,SUDADERA AZUL, TIPO CHOLO",ND,0,0,0,0,0,10,M,M,0,false,0,N,N,28,Dinero,400,400,false,1,2,0,DIDI,"NISSA, VERSA, GRIS",67,-102.34052744,21.96249459
241241058,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-19,29,2,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,930,CARRTERA,45 AGUASCALIENTES ZACATECAS,0,NA,",,,",AVENIDA,PASEOS DE AGUASCALIENTES,7,23,33,23:33,24,false,true,"2,3","Punzante, Contu",3 SUJETOS,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,28","Celular, dinero",600,3800,false,1,1,0,DIDI,ND,68,-102.29020485,21.96724089
241262905,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-23,30,2,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,462,AVENIDA,DIAGONAL ALFIL,0,NA,",,,",AVENIDA,POLIDUCTO,5,3,3,03:03,25,false,true,1,Cortante,4 SUJETOS TAPADOS DE LA CARA CON BUFANDAS,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,28,30","Celular, dinero, llaves",600,600,false,1,1,0,DIDI,ND,69,-102.25578544,21.84381914
241268273,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-24,30,3,5,FRACCIONAMIENTO,EL MEZQUITAL,902,902,AVENIDA,ALEJANDRO DE L ACRUZ SAUCEDO,0,NA,",,,",CALLE,MIXQUIC,7,0,19,00:19,25,false,true,4,Fuego,"M CHAMARRA ROJA PANTALON DE MEZCLILL TEZ CLARA ESTATURA MEDIA DELGADO QUEMADURAS  EN LA CARA, MOCHILA ROJA",ND,0,0,0,0,0,0,M,M,0,false,0,N,N,"3,28,23","Celular, dinero, equipo de sonido",140,3000,false,1,1,0,DIDI,"MARCH, AZUL, ABD095F",70,-102.35462619,21.96525795
241181386,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-10,28,3,5,FRACCIONAMIENTO,BUENAVISTA,1070,1070,CALLE,MARGARITA,0,NA,"122,,,",CALLE,GERANIO,7,15,13,15:13,21,false,true,1,Cortante,M,ND,0,0,0,0,0,10,M,M,0,false,0,ND,ND,3,Celular,0,0,false,1,2,0,UBER,ND,71,-102.35674686,21.97057829
241279944,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-26,30,5,5,COLONIA,LUIS DONALDO COLOSIO,1045,1045,CALLE,AMADO NERVO,0,NA,",,,",CALLE,LUIS DONALDO COLOSIO,7,0,11,00:11,25,false,true,3,Contusa,2 SUJETOS,LOS HUEVOS,0,0,0,0,0,10,M,F,0,false,0,N,N,"3,26","Celular, bolsa",0,0,false,1,1,0,UBER,"NISSA, VERSA, NEGRO, PLACAS AB13604F",72,-102.35450947,21.97134301
241290073,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-27,30,6,1,CONDOMINIO,RINCONADA DEL PUERTECITO,433,433,CALLE,RODRIGO RINCON GALLARDO,0,NA,",,,",TERRACERIA,ND,3,17,23,17:23,22,false,true,1,Cortante,2 SUJETOS,"25 AÑOS VESTIMENTA NEGRA, CHAMARRA AMARILLA",0,0,0,0,0,10,M,M,0,false,0,N,N,"3,28,26","Celular, dinero, bolsa",4000,6500,false,1,1,0,TAXI 525,"NISSAN,VERSA,BLANCO",73,-102.26786014,21.93522604
241262205,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-22,30,1,1,FRACCIONAMIENTO,MORELOS I,598,598,AVENIDA,HEROE INMORTAL,0,NA,",,,",CALLE,HERMANOS BRAVO,5,23,30,23:30,24,false,false,9,Ninguna,ND,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,34,Consumo,0,0,false,1,2,0,TAXI 1415,ND,74,-102.26928689,21.85449852
241294810,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-28,30,7,1,FRACCIONAMIENTO,BENITO JUAREZ,212,212,CALLE,NAZARIO ORTIZ GARZA,0,NA,",,,",ANDADOR,AREA K,4,6,12,06:12,19,false,false,9,Ninguna,2 PERSONAS,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,34,Consumo,0,300,false,1,1,0,PLATAFORMA,"RENAULT, KWID, BLANCO",75,-102.27235430,21.90002800
241313617,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,7,2024-07-31,31,3,1,FRACCIONAMIENTO,ARROYO EL MOLINO,349,349,BOULEVARD,A ZACATECAS,0,NA,",,,",AVENIDA,ARROYO DEL MOLINO,3,4,18,04:18,26,false,true,4,Fuego,"DELAGDO, SUDADERA Y PANTS AZUL",ND,0,0,0,0,1,10,M,M,1,false,0,N,N,29,Cartera,2000,2000,false,"1,7",52,0,UBER,ROJO,76,-102.29099627,21.93465629
241328626,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-02,31,5,1,FRACCIONAMIENTO,LOMAS DE VISTABELLA,339,339,CALLE,VISTA DE LA LOMA,0,NA,",,,",CALLE,VERDE,5,22,21,22:21,24,false,true,4,Fuego,2 MASCULINOS Y UNA FEMENINA,ND,0,0,0,0,0,10,MF,M,0,false,0,N,N,"28,30","Dinero, llaves",800,800,false,1,1,0,TAXI 3215,NISSAN MARCH BLANCO,77,-102.25804865,21.84342750
241343095,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-05,32,1,1,CONDOMINIO,CENTRAL DE ABASTOS,169,169,BOULEVARD,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,DEL ABASTO,2,1,50,01:50,25,false,true,3,Contusa,2 SUJETOS,"BRYAN ARMANDO NORIEGA MARES 23 AÑOS, MARIO FERNANDO MARTINEZ NORIEGA 27 AÑOS",2,0,0,0,1,10,M,M,1,false,0,N,N,"3,28","Celular, dinero",0,0,false,1,4,0,TAXI 3884,ND,78,-102.28938919,21.83403116
241394752,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-12,33,1,5,FRACCIONAMIENTO,SOLAR DE JONACATIQUE,896,896,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CALLE,DOMINGO DE LIMA,7,21,3,21:03,23,false,true,1,Cortante,M PLAYERA NEGRA PANTS GRIS CACHUCHA ROJA CON MARICONERA,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,28","Celular, dinero",350,0,false,1,1,0,DIDI,"NISSAN, VERSA, 2021, BLANCO, PLACASA360AAK",79,-102.35369797,21.97268197
241428192,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-18,33,7,5,COLONIA,EL TORITO,1071,1071,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CALLE,15 DE SEPTIEMBRE,7,2,23,02:23,25,false,true,4,Fuego,2 M 28 AÑOS MORENOS DELGADOS ESTATURA MEDIA TATUAJES EN BRAZOS PANTALON DE MEZCLILLA AZUL CHAMARRA MEZCLILLA OBSCURA,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"28,3","Dinero, celular",2000,7000,false,1,1,0,UBER,"NISSAN, SENTRA, GRIS, ACG20AE",80,-102.35417534,21.96961785
241433405,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-18,33,7,1,FRACCIONAMIENTO,LOMAS DE ORIENTE I,672,672,AVENIDA,POLIDUCTO,0,NA,",,,",CALLE,LOMA DEL NORTE,3,20,46,20:46,23,false,true,4,Fuego,"CHAMARRA Y PANTS GRIS, SUDADERA GRIS CON AZUL Y CACHUCHA AZUL",ND,0,0,0,0,0,10,M,M,0,false,0,N,N,3,Celular,0,0,false,1,1,0,UBER,ND,81,-102.25380000,21.91558922
241450332,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-21,34,3,11,EJIDO,LA GUAYANA (RANCHO SECO),1354,1354,CARRETERA,65 LA GUAYANA,0,NA,",,,",NA,NA,7,12,32,12:32,21,false,true,1,Cortante,"M VESTIMENTA NEGRA CUBREBOCAS NIKE, F CAROL CRISTINA ZAPATA LARA 17 AÑOS",ND,1,0,0,0,0,10,MF,F,0,false,0,N,N,"3,28","Celular, dinero",1400,25000,false,1,4,0,DID,"AVEO, BLANCO",82,-102.27270934,21.98332442
241394794,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-12,33,1,5,COLONIA,POETAS MEXICANOS,896R,0,CALLE,MANUEL M PONCE,NA,NA,"412,,,",ND,ND,7,21,10,21:10,23,false,true,4,Fuego,MASCULINO CAMISA ROJA Y MARICONERA,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,39,Sin datos,0,0,false,1,1,0,TAXI,TAXI BLANCO,83,-102.35268402,21.97332330
241455626,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-22,34,4,5,COLONIA,EL TORITO,1071,1071,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CALLE,CRISTOBAL COLON,7,7,30,07:30,20,false,true,4,Fuego,2 SUJETOS TIPO CHOLO,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,28","Celular, dinero",850,5850,false,1,1,0,PLATAFORMA,"CHEVROLET, AVEO, ROJO,  AAK554C",84,-102.35410399,21.97066201
241413998,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-15,33,4,1,NO APLICA,AVICOLA AGUASCALIENTES,483,483,AVENIDA,SIGLO XXI,0,NA,",,,",BOLUEVARD,A ZACATECAS,3,23,47,23:47,24,false,true,1,Cortante,M 25 AÑOS HORRA OBSCURA SUDADERA NEGRA MOCHILA NEGRA,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,28,30","Celular, dinero, llaves",400,400,false,1,1,0,TAXI,"RENAULT, PLACAS A299AAJ",85,-102.28978648,21.94434059
241408338,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-15,33,4,1,COMUNIDA,COTORINA (COYOTES),45,45,CALLEJON,ACEREROS,0,NA,114,CALLE,LIGA MEXICANA,5,0,59,00:59,25,false,true,1,Cortante,CACHUCHA BLANCA PANTALON CIELO PLAYERA BLANCA,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,27","Celular, documentos",500,500,false,1,1,0,TAXI 4041,NISSAN TSURU ROJO,86,-102.26781189,21.75262915
241469581,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-24,34,6,1,FRACCIONAMIENTO,OJO DE AGUA DE PALMITAS,654,654,CAMINO,NINGUNO,0,NA,",,,",ND,ND,5,13,7,13:07,21,false,true,1,Cortante,2 SUEJTOS PLAYERA NEGRA PANTALON DE MEZCLILLA,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,28,22,24","Celular, dinero, autoestereo,bateria",14000,14000,false,1,1,0,TAXI 1959,"NISSAN,TSURU, BLANCO",87,-102.22374788,21.86020041
241457694,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,8,2024-08-22,34,4,1,FRACCIONAMIENTO,DEL VALLE RIO SAN PEDRO,149,149,CALLE,PASEO DEL RIO,0,NA,",,,",CALLE,VALLE DE BRAVO,6,16,8,16:08,22,false,true,1,Cortante,"2 SUJETOS TODO DE NEGRO, PANTALON NEGRO SUDADERA BLANCA",ND,0,0,0,0,0,10,M,M,0,false,0,N,N,28,Dinero,930,930,false,1,1,0,TAXI 1754,"NISSAN, TSURU, BLANCO",88,-102.32201184,21.88303218
241547747,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-04,36,3,5,COLONIA,EL TORITO,1071,1071,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CALLE,JOSEFA ORTIZ DE DOMINGUEZ,7,1,16,01:16,25,false,true,4,Fuego,14 SUJETOS,ND,0,0,0,0,0,10,M,M,0,false,0,AUTOMOVIL,"DODGE, CHARGER, BLANCO, AMERICANO",3,Celular,0,2000,false,1,1,0,IND RIVE,"HYUNDAI, GRIS, AAX532E",89,-102.35427624,21.96779323
241548100,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-04,36,3,1,COLONIA,NUEVA ESPAÑA,172,172,AVENIDA,DE LOS MAESTROS,0,NA,",,,",CALLE,FRAY PEDRO DE GANTE,2,4,0,04:00,26,false,true,10,Sin datos,ND,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"3,30","Celular, llaves",0,0,false,1,1,0,TAXI 1679,ND,90,-102.31595310,21.85615046
241572535,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-07,36,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,580,CALLE,GUAMARES,0,NA,",,,",AVENIDA,POLIDUCTO,3,19,50,19:50,23,false,true,4,Fuego,"2 SUJETOS TIPO CHOLO BERMUDA GRIS CHAMARRA NEGRA, PANTALON Y CHAMARRA DE MEZCLILLA",ND,0,0,0,0,0,10,M,M,0,false,0,N,N,30,Llaves,0,0,false,1,1,0,TAXI 3852,VERSA BLANCO,91,-102.26724115,21.93120100
241548246,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-04,36,3,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,CALLE,JOSE GUERRA PALOS,0,NA,",,,",AVENIDA,PROCERES DE LA ENSEÑANZA,4,4,57,04:57,26,false,false,9,Ninguna,FEMENINA,ND,0,0,0,0,0,10,F,M,0,false,0,N,N,34,Consumo,0,0,false,1,1,0,PLATAFORMA,AVEO BLANCO,92,-102.23671252,21.87055144
241559078,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-05,36,4,5,FRACCIONAMIENTO,CHICAHUALES I,1056,1056,CALLE,SANTIAGO APOSTOL,0,NA,",,,",CALLE,IGNACIO ZAMARRIPA,7,20,59,20:59,19,false,false,9,Ninguna,"PANTS VERDE MILITAR SUDADERA Y GORRA BLANCO, FEMENINA PANTS ROSA",ND,0,0,0,0,0,8,ND,M,0,false,0,AUTOMOVIL,CHARGER BLANCO,3,Celular,0,0,false,1,2,0,UBER,ND,93,-102.35033433,21.94771021
241641144,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-16,38,1,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,416,CALLE,RIO DAYMAN,0,NA,",,,",CALLE,RIO ARAPEY,3,20,22,20:22,23,false,true,2,Punzante,2 SUJETOS Y MENOR DE 2 AÑOS,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"28,30","Dinero, llaves",400,400,false,1,1,0,TAXI 3764,"NISSAN, MARCH, BLANCO",94,-102.24394748,21.93609676
241697392,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-24,39,2,1,FRACCIONAMIENTO,SOLIDARIDAD IV,195,195,CALLE,JOSE GUADALUPE ZAMARRIPA,0,NA,",,,",CALLE,CARLOS M BUSTAMANTE,5,15,32,15:32,22,false,true,1,Cortante,3 SUJETOS,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,"28,30","Dinero, llaves",0,0,false,1,1,0,TAXI 4046,"NISSAN, VERSA, BLANCO",95,-102.25355258,21.85296158
241724576,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,9,2024-09-28,39,6,1,FRACCIONAMIENTO,INSURGENTES,161,161,AVENIDA,DE LA CONVENCION,0,NA,",,,",CALLE,CAPITAN GUSTAVO GARMENDIA,2,21,7,21:07,23,false,true,3,Contusa,3 SUJETOS,ND,0,0,0,0,0,10,M,M,0,false,0,N,N,28,Dinero,0,0,false,1,1,0,TAXI 993,"NISSAN, TSURU, BLANCO",96,-102.31233068,21.85228178
